,Title,Source,Date,Title Sentiment,Body Sentiment,Summary,Link,Body
19,Amazon artificial intelligence hiring computer says ‘no’ to all women,Yahoo UK and Ireland,2018-10-11,0.794956,0.491962,"Unlikely to be hired by Amazon: Shutterstock

Amazon today admitted it had made an awkward discovery about its Artificial Intelligence hiring process - the computer does not like women. The AI, brought in in 2014, was supposed to revolutionise, among other things, the hiring of staff by big firms with a computer programme sorting through hundreds of CVs and finding the best five. But the tech giant said the failure came after AI based its conclusions on the pattern of CVs submitted to the company over 10 years. The retail giant disbanded its AI recruitment team last year as executives realised the flaws could not be fixed. Amazon says it now only uses a “much-watered-down version” of the AI recruiter.",https://uk.news.yahoo.com/amazon-artificial-intelligence-hiring-computer-115000555.html,"Unlikely to be hired by Amazon: Shutterstock

Amazon today admitted it had made an awkward discovery about its Artificial Intelligence hiring process - the computer does not like women.

The AI, brought in in 2014, was supposed to revolutionise, among other things, the hiring of staff by big firms with a computer programme sorting through hundreds of CVs and finding the best five.

But the tech giant said the failure came after AI based its conclusions on the pattern of CVs submitted to the company over 10 years. Since most came from men, the computer learned those applications were better, it emerged today.

CVs that even included the word “women” were penalised. Graduates of all-women colleges were downgraded. The retail giant disbanded its AI recruitment team last year as executives realised the flaws could not be fixed.

Amazon’s hiring tool reportedly used artificial intelligence to give job candidates scores ranging from one to five stars, much like shoppers rate products on Amazon.

A source told Reuters: “Everyone wanted this holy grail. They literally wanted it to be an engine where I’m going to give you 100 resumes, it will spit out the top five, and we’ll hire those.”

According to surveys, more than half of US human resources managers expect AI to be a regular part of their work in the near future.

Amazon says it now only uses a “much-watered-down version” of the AI recruiter."
20,"Google leak reveals secret China plans for censored search engine, prompting protests from employees",Yahoo UK and Ireland,2018-10-11,0.97259,0.865378,"Google is secretly planning to launch a censored version of its search engine in China within the next year, a leaked transcript seems to reveal. According to The Intercept, Google's search engine chief Ben Gomes held a meeting in July to discuss the progress of a new search engine, dubbed Project Dragonfly. ""You have taken on something extremely important to the company,"" Mr Gomes told the Google employees, according to the transcript obtained by the publication. The US government is also weary of Google's plans, with US Vice President Mike Pence recently calling on Google to stop working on a censored Chinese search engine. ""Google should immediately end development of the 'Dragonfly' app that will strengthen Communist Party censorship and compromise the privacy of Chinese customers,"" Pence said in remarks on the Trump Administrations' policy towards China.",https://uk.news.yahoo.com/google-leak-reveals-secret-china-134202544.html,"Google is secretly planning to launch a censored version of its search engine in China within the next year, a leaked transcript seems to reveal.

According to The Intercept, Google's search engine chief Ben Gomes held a meeting in July to discuss the progress of a new search engine, dubbed Project Dragonfly.

The platform would blacklist words and phrases like ""human rights,"" ""Nobel Prize,"" and ""student protest,"" in order to conform with China's strict censorship laws.

""You have taken on something extremely important to the company,"" Mr Gomes told the Google employees, according to the transcript obtained by the publication.

""I have to admit it has been a difficult journey. But I do think a very important and worthwhile one. And I wish ourselves the best of luck in actually reaching our destination as soon as possible.""

The tech giant has not publicly admitted the existence of Dragonfly but hundreds of Google employees have signed a letter demanding more transparency surrounding the project.

Many of Google's apps and services – including Gmail, YouTube and Google Maps – are blocked in China, as well as other popular sites like Facebook, Twitter and Instagram.

By complying with Google's censorship rules in order have the block lifted, the letter signed by Google employees states that it raises ""urgent moral and ethical issues.""

The US government is also weary of Google's plans, with US Vice President Mike Pence recently calling on Google to stop working on a censored Chinese search engine.

""Google should immediately end development of the 'Dragonfly' app that will strengthen Communist Party censorship and compromise the privacy of Chinese customers,"" Pence said in remarks on the Trump Administrations' policy towards China.

According to the leaked transcript, the launch of the search engine is planned for early next year.

""While we are saying it’s going to be six and nine months [to launch], the world is a very dynamic place,"" Mr Gomes said.

A Google spokesperson told The Independent: “We've been investing for many years to help Chinese users, from developing Android, through mobile apps such as Google Translate and Files Go, and our developer tools. But our work on search has been exploratory, and we are not close to launching a search product in China.”"
21,Samsung A9: Samsung is releasing a four-camera smartphone and it’s pretty affordable,Yahoo UK and Ireland,2018-10-12,0.913553,0.998054,"But now Samsung has one-upped Huawei with a new smartphone with four rear lenses - and it’s not even a flagship phone. The new Samsung A9 is part of Samsung’s A range, it’s mid-range smartphones, meaning the pricing is pretty affordable. Set to launch in November, as well as the flashy cameras, the A9 has a 6.38-inch display, comes with Qualcomm’s 660 processor and a 3,800mAh battery - a bigger battery than the new Google Pixel 3 phone. Beaumont says other high-end features from the flagship range include Samsung Pay and Samsung Health - because with the A9 it's not just about hardware upgrades, but also, software upgrades. The Samsung A9 may not have the all the pizzazz of the Galaxy S9 or the Note 9, but it's a good example of smartphone innovation, demonstrating how you don’t always need to spend £1,000+ on a new phone to get the best features.",https://uk.news.yahoo.com/samsung-a9-samsung-releasing-four-085526160.html,"When Huawei released the Huawei P20 Pro earlier this year, much was made of the fact it boasts a three-camera set-up. But now Samsung has one-upped Huawei with a new smartphone with four rear lenses - and it’s not even a flagship phone.

The new Samsung A9 is part of Samsung’s A range, it’s mid-range smartphones, meaning the pricing is pretty affordable. The A9 will will cost £549 when it goes on sale, putting it on a competitive level with OnePlus.

The four cameras include an 8-megapixel, 120-degree ultra wide angle lens, a 10-megapixel telephoto lens with 2x optical zoom, a main lens that comes in at 24-megapixels and a 5-megapixel depth camera with live focus. (This is the part of the camera that gives you that bokeh effect in portrait mode.)

Samsung says its aware customers purchase smartphones based on their photographic capabilities, and therefore wants to make sure each gets the best device for their budget.

“We’re not restricting our innovation and development just to the flagship range,” Kate Beaumont, Samsung’s director of product, services and commercial strategy, told the Standard. “We’re starting to bring technology and experiences right through the range of devices.”

But might four cameras be a tiny bit excessive?

“Phones used to be about voice, then messaging, and now it’s about communicating through photos,” says Beaumont.

Set to launch in November, as well as the flashy cameras, the A9 has a 6.38-inch display, comes with Qualcomm’s 660 processor and a 3,800mAh battery - a bigger battery than the new Google Pixel 3 phone.

It will ship in three colours - black, blue, and bubblegum pink - and as it's aimed at the Instagram generation, will boast a whopping 128GB of storage too.

And that is not all the A9 has to offer. Beaumont says other high-end features from the flagship range include Samsung Pay and Samsung Health - because with the A9 it's not just about hardware upgrades, but also, software upgrades.

Many might ask why Samsung are releasing more devices - devices at a lower price point, no less - when it only launched the new Note 9 two months ago. Turns out, the mid-range smartphone market is really growing, up 46 per cent year-on-year, thanks to the growth of companies like OnePlus and Huawei’s Lite range.

In view of which, Samsung has expanded its A series and J series from four devices in 2017 to a total of seven this year.

“It’s important to give people more choice,” says Beaumont. ""It's also an interesting part of the market dynamic - if they have that choice, then we need to make sure that the devices we're creating have the right feature sets to win the hearts and minds.”

The Samsung A9 may not have the all the pizzazz of the Galaxy S9 or the Note 9, but it's a good example of smartphone innovation, demonstrating how you don’t always need to spend £1,000+ on a new phone to get the best features."
22,Samsung unveils bizarre new phone with 'world's first quad camera',Yahoo UK and Ireland,2018-10-12,0.59741,0.999137,"The four camera lenses of the Galaxy A9: Samsung

Samsung has doubled down on the dual-lens smartphone camera trend by placing an array of four separate lenses on the back of its latest device. At £549, the mid-range smartphone sits below the Galaxy S9 and Note 9 phones, and puts it in competition with the similarly-priced OnePlus 6 and Honor 10. Alongside its 24 megapixel main lens, the Galaxy A9's so-called Quad Camera comes with a lens for zooming, a lens for capturing wide angles and a lens to enhance the photos' depth of field. “Building on our legacy in smartphone camera development we’re introducing next-generation technology across our entire Galaxy portfolio to give more consumers the opportunity to experience cutting-edge innovation. We’re excited to deliver on this promise and debut world leading smartphone camera technology with the Galaxy A9.”",https://uk.news.yahoo.com/samsung-unveils-bizarre-phone-apos-145554579.html,"The four camera lenses of the Galaxy A9: Samsung

Samsung has doubled down on the dual-lens smartphone camera trend by placing an array of four separate lenses on the back of its latest device.

The Samsung Galaxy A9, set to be released at some point next month, is designed with social media in mind, with the South Korean firm saying it is ""optimised for the Instagram generation.""

At £549, the mid-range smartphone sits below the Galaxy S9 and Note 9 phones, and puts it in competition with the similarly-priced OnePlus 6 and Honor 10.

The four-camera setup may be eye-catching in an increasingly crowded market, but it comes just two days after Google also bucked the dual-lens trend by deciding to stick with just a single lens for the highly-impressive camera on its Pixel 3.

Alongside its 24 megapixel main lens, the Galaxy A9's so-called Quad Camera comes with a lens for zooming, a lens for capturing wide angles and a lens to enhance the photos' depth of field.

There is also, of course, a front-facing camera that makes up for its lack of multiple lenses by cramming in a 24 megapixel sensor.

“As a global leader in smartphone innovation, we understand the demand for meaningful innovation in a fast-paced world driven by visual communication,” said DJ Koh, President and CEO of IT & Mobile Communications Division at Samsung.

“Building on our legacy in smartphone camera development we’re introducing next-generation technology across our entire Galaxy portfolio to give more consumers the opportunity to experience cutting-edge innovation. We’re excited to deliver on this promise and debut world leading smartphone camera technology with the Galaxy A9.”

The phone also features a 6.3-inch screen, 6GB of RAM, a 3,800mAh battery, 128GB of internal storage and 512GB of expandable memory."
23,Microsoft Bing delivers racist search results,Yahoo UK and Ireland,2018-10-12,0.528563,0.801534,"Microsoft says it takes matters of offensive content 'very seriously' after racist image results appeared on its Bing search engine: Getty Images

Microsoft has responded to revelations that its Bing search engine is delivering racist and offensive results for terms like ""jew"" and ""girl"". However, lmost 24 hours after the issue was first reported, the same racist images are appearing in Bing's image search results when searching for the term ""Jews"". Among various images of Holocaust victims and Nazis is a list of ""Top Suggestions"", which includes the search term ""Jew Jokes"" and memes of Adolf Hitler. A search for the term ""jew"" throws up similar results, including anti-Semitic depictions of Jewish people. search engine – which uses Bing's search technology – however no such instances were found using Google's search engine.",https://uk.news.yahoo.com/microsoft-bing-delivers-racist-search-202615825.html,"Microsoft says it takes matters of offensive content 'very seriously' after racist image results appeared on its Bing search engine: Getty Images

Microsoft has responded to revelations that its Bing search engine is delivering racist and offensive results for terms like ""jew"" and ""girl"".

Results with anti-Semitic and sexist content were spotted by the How to Geek wesbite, despite Bing's standard SafeSearch setting applied.

“We take matters of offensive content very seriously and continue to enhance our systems to identify and prevent such content from appearing as a suggested search,"" Jeff Jones, a senior director at Microsoft, said in a statement. ""As soon as we become aware of an issue, we take action to address it.""

However, lmost 24 hours after the issue was first reported, the same racist images are appearing in Bing's image search results when searching for the term ""Jews"".

Among various images of Holocaust victims and Nazis is a list of ""Top Suggestions"", which includes the search term ""Jew Jokes"" and memes of Adolf Hitler.

A search for the term ""jew"" throws up similar results, including anti-Semitic depictions of Jewish people.

Searching for the term ""girl"" delivered sexually explicit content, although the term ""boy"" did not.

Similar search results are delivered by the Yahoo! search engine – which uses Bing's search technology – however no such instances were found using Google's search engine.

Google is by far the most popular search engine in the world, with a market share of around 90 per cent, according to Statista.

However, in recent years, both Bing and Yahoo! have made gains and currently hold a 6.5 per cent and 3 per cent market share respectively."
24,India's Flipkart confident of bumper sales season; says Amazon losing relevance,Yahoo UK and Ireland,2018-10-12,0.609781,0.601013,"REUTERS/Abhishek N. Chinnappa

BENGALURU (Reuters) - Indian online retailer Flipkart, owned by Walmart Inc, expects bumper sales during the annual festive season that just kicked off, as it boasts that U.S. rival Amazon Inc is losing relevance in India. Flipkart and Amazon both began their flagship annual sales in India on Wednesday, and will compete for shoppers during the October-December festive season when most big-ticket purchases are made in the country. ""Flipkart is expecting a big spike in (its) 'Big Billion Days' sales over last year,"" its Chief Executive Kalyan Krishnamurthy told reporters at the e-commerce company's Bengaluru-headquarters late on Wednesday, referring to Flipkart's annual sale. Company executives said Flipkart's deeper push into India's small towns and cities, its range of cheap, high-quality private label products and the wide assortment of smartphones will boost its sales during this year's event. Krishnamurthy said Flipkart is competing by making its range of products more affordable for Indian buyers through financing options, trade-in programs and its own private label brands.",https://uk.news.yahoo.com/india-apos-flipkart-confident-bumper-194449233.html,"The logo of Flipkart is seen on the company's office in Bengaluru, India, May 9, 2018. REUTERS/Abhishek N. Chinnappa

BENGALURU (Reuters) - Indian online retailer Flipkart, owned by Walmart Inc, expects bumper sales during the annual festive season that just kicked off, as it boasts that U.S. rival Amazon Inc is losing relevance in India.

Flipkart and Amazon both began their flagship annual sales in India on Wednesday, and will compete for shoppers during the October-December festive season when most big-ticket purchases are made in the country.

""Flipkart is expecting a big spike in (its) 'Big Billion Days' sales over last year,"" its Chief Executive Kalyan Krishnamurthy told reporters at the e-commerce company's Bengaluru-headquarters late on Wednesday, referring to Flipkart's annual sale.

Company executives said Flipkart's deeper push into India's small towns and cities, its range of cheap, high-quality private label products and the wide assortment of smartphones will boost its sales during this year's event.

The 'Big Billion Days' sale will go on until Oct. 14, while Amazon's rival sale dubbed the 'Great Indian Festival' will finish on Oct. 15, according to its website.

Krishnamurthy said Flipkart is not worried about its rival stealing customers.

""Do we worry about them? On a scale of 0 to 10, it is close to 0 today. We don't see that much of relevance for the Indian user coming from our competition today,"" Krishnamurthy said. ""We see them as becoming a global platform for premium Indian books and home goods buyers.""

The two companies have been locked in a pitched battle to gain share in India's burgeoning e-commerce market, which is tipped to grow to be worth $200 billion a year in a decade, according to Morgan Stanley.

Flipkart launched in India in 2007, while Amazon only made a full foray into the country in 2014. Still, Amazon has gained ground rapidly, winning over tens of millions of Indian customers with its Prime loyalty program, which gives users early access to deals during sales as well free music and video streaming.

The rivalry has intensified this year after Amazon's U.S. rival Walmart bought a 77 percent stake in Flipkart for $16 billion.

Krishnamurthy said Flipkart is competing by making its range of products more affordable for Indian buyers through financing options, trade-in programs and its own private label brands.

Smartphones will be Flipkart's biggest selling category this year, but the online marketplace's dependence on phones to bulk up sales has fallen as sales in other categories have risen, he said.

The online retailer expects to sell half of all smartphones sold in India during the festive season."
25,Orange teams up with Google on Dunant transatlantic cable,Yahoo,2018-10-13,0.923481,0.628791,"FILE PHOTO: The logo of French telecoms operator Orange at the Viva Tech start-up and technology summit in Paris, France, May 25, 2018. REUTERS/Charles Platiau/File Photo

(Reuters) - Orange and Google have forged a partnership to work on the Dunant transatlantic submarine cable project connecting France and the United States, the French telecoms operator said on Friday. Announced by Google in July, Dunant will be the first new submarine cable connecting the United States to France in more than 15 years and is a response to rapidly increasing demand for connectivity across the Atlantic. The 6,600 km cable is scheduled to come into service in 2020 and Orange said that it would build and operate the landing station on the French Atlantic coast and provide land links. The Dunant cable is part of a wave of infrastructure investments by Google.",https://www.yahoo.com/news/orange-teams-google-dunant-transatlantic-cable-144553328--finance.html,"FILE PHOTO: The logo of French telecoms operator Orange at the Viva Tech start-up and technology summit in Paris, France, May 25, 2018. REUTERS/Charles Platiau/File Photo

(Reuters) - Orange and Google have forged a partnership to work on the Dunant transatlantic submarine cable project connecting France and the United States, the French telecoms operator said on Friday.

Announced by Google in July, Dunant will be the first new submarine cable connecting the United States to France in more than 15 years and is a response to rapidly increasing demand for connectivity across the Atlantic.

""Thanks to this partnership, Orange will be in a stronger position to support the development of new uses for its consumer and enterprise customers in Europe and America,"" it said in a statement.

The 6,600 km cable is scheduled to come into service in 2020 and Orange said that it would build and operate the landing station on the French Atlantic coast and provide land links.

The Dunant cable is part of a wave of infrastructure investments by Google. These include the Curie project, its first private intercontinental cable, connecting Chile to Los Angeles."
26,Sears: Just what happened to the Amazon of yesteryear?,Yahoo UK and Ireland,2018-10-13,0.84633,0.897099,"The store chain which had the slogan ""Where America Shops"" traces its origins back to 1886 when Richard Sears, a railway worker, began selling watches as a sideline. He opened the group's first department store, in Chicago, in 1925 and, over time, the stores became more important than the mail order business. Gordon Weil, author of Sears, Roebuck, USA, told the Wall Street Journal this week: ""At a time when the country was going through the Great Depression, struggling to establish a sense of identity, [Sears] created a sense of security and reliability. It was one of the first retailers anywhere to introduce the concept of ""satisfaction guaranteed or your money back"" and its slogans, which also included ""Sears Has Everything"", helped create a common sense of purpose among American consumers at a time when US society was a lot more egalitarian. According to Mr Weil, Sears was also late to realise the importance of the power of discounting, as practised by rivals like Kmart and Walmart, to become ""just another store"", but that is only part of the story.",https://uk.news.yahoo.com/sears-just-happened-amazon-yesteryear-125900294.html,"It was, until being overtaken by Walmart in 1989, America's largest retailer - a pioneer in mail order.

As the US became the world's most prosperous economy, attracting millions of migrants at the beginning of the 20th century, it was the company that more than any other helped them fulfil the American dream of a home full of up-to-date gadgets and modern home furnishings.

At its peak, its sales were equivalent to 1% of US gross national product.

Yet now Sears is fighting for its life.

The company, which still has 886 stores across the US, is preparing to file for bankruptcy protection ahead of a key $134m (£102m) debt repayment due on Monday.

The store chain which had the slogan ""Where America Shops"" traces its origins back to 1886 when Richard Sears, a railway worker, began selling watches as a sideline.

He rapidly teamed up with Alvah Roebuck, a watch repairman, with the pair launching a mail-order business selling watches and jewellery the following year.

By the mid-1890s they were selling other items, including cars, sporting goods and sewing machines. Mr Roebuck sold his stake in the business shortly afterwards and a new partner, Julius Rosenwald, came on board.

Until then, Sears had been focused on rural America, but Mr Rosenwald spotted an opportunity in the country's fast-growing cities. He opened the group's first department store, in Chicago, in 1925 and, over time, the stores became more important than the mail order business.

That is not to say the mail order business did not evolve. In 1933, it produced its first Christmas gift catalogue specifically containing toys, called the Sears Wish Book.

Gordon Weil, author of Sears, Roebuck, USA, told the Wall Street Journal this week: ""At a time when the country was going through the Great Depression, struggling to establish a sense of identity, [Sears] created a sense of security and reliability.

""The Sears catalogue was everywhere. In an age before there was the internet, it was in some respects the equivalent of a search engine, that united the country.

""Everyone had access to the same giant catalogue…that had all kinds of things from tools to appliances to homes. It went from there to being the source from which rural America in particular could buy anything it wanted, even though there were no local stores.""

It was a business that inspired trust among its customers. It was one of the first retailers anywhere to introduce the concept of ""satisfaction guaranteed or your money back"" and its slogans, which also included ""Sears Has Everything"", helped create a common sense of purpose among American consumers at a time when US society was a lot more egalitarian.

So what went wrong? While some have blamed Amazon, that is rather too simplistic an explanation, although it may have been true in the last decade or so.

A likelier explanation is that the shared sense of purpose in America which made Sears great was gradually eroded.

Wealth inequalities increased and different sets of consumers emerged. Consumers started to want different things from each other and, by extension, from different retailers.

Better use of data and management information meant retailers could better segment those consumers and target them more specifically.

Diversification into other products and services - insurance in 1931, stockbroking and commercial property in the 1980s - may also have hastened the demise.

A sense grew in the 1970s that Sears had become just too stodgy as a business and took its eye off the ball. Its share of general merchandise sales in the US fell from 5.61% in 1978 to 4.07% in 1987.

According to Mr Weil, Sears was also late to realise the importance of the power of discounting, as practised by rivals like Kmart and Walmart, to become ""just another store"", but that is only part of the story.

It had also fallen behind some of the more up-market department store operators and, as a result, found itself drifting in the no-man's-land between the up-market players and the discounters.

By the end of the 1990s, as internet shopping gradually took hold, it was locked into a spiral of cutting jobs and closing stores in order to maintain profitability.

A merger with the much younger Kmart - which, like Walmart, had opened its first store in 1962 - followed in 2004 and the name Roebuck was finally dropped."
27,Amazon says India customer base surges during festive sale,Yahoo UK and Ireland,2018-10-13,0.773606,0.991711,"REUTERS/ Abhishek N. Chinnappa/File Photo

MUMBAI (Reuters) - U.S. online giant Amazon said its festive season sale in India had got off to a strong start, with three times the number of people signing up to shop in the first two days compared to last year. Amazon and homegrown Indian rival Flipkart, owned by Walmart, kicked off competing sales events on Wednesday, jostling to grab shoppers in India's October-December festive season when households make most big-ticket purchases. ""We are particularly excited by the three times higher new customer and Prime sign ups,"" Amit Agarwal, Amazon's India head said on Friday, adding the site is becoming the destination of choice for existing and new customers across India. Amazon's 'Great Indian Festival' sale will go on till Oct. 15, while Flipkart's version 'Big Billion Days' ends a day earlier. Its Prime loyalty program, which offers free delivery, early access to deals during sales and free music and video streaming, has helped Amazon win tens of millions of clients, making India its fastest-growing Prime market globally.",https://uk.news.yahoo.com/amazon-says-india-customer-surges-175828659.html,"FILE PHOTO: A shipment moves on a conveyor belt at an Amazon Fulfillment Centre (BLR7) on the outskirts of Bengaluru, India, September 18, 2018. REUTERS/ Abhishek N. Chinnappa/File Photo

MUMBAI (Reuters) - U.S. online giant Amazon said its festive season sale in India had got off to a strong start, with three times the number of people signing up to shop in the first two days compared to last year.

Amazon and homegrown Indian rival Flipkart, owned by Walmart, kicked off competing sales events on Wednesday, jostling to grab shoppers in India's October-December festive season when households make most big-ticket purchases.

""We are particularly excited by the three times higher new customer and Prime sign ups,"" Amit Agarwal, Amazon's India head said on Friday, adding the site is becoming the destination of choice for existing and new customers across India.

The comment comes after Flipkart chief Kalyan Krishnamurthy, late on Wednesday, told Reuters Amazon was losing relevance in the country.

Amazon and Flipkart are locked in a battle to dominate an Indian e-commerce market tipped, within a decade, to be worth $200 billion annually, according to Morgan Stanley.

Agarwal said the company's push on attractive credit facilities, product insurance and a Hindi-version of its mobile website were among measures paying off this time around.

Amazon's 'Great Indian Festival' sale will go on till Oct. 15, while Flipkart's version 'Big Billion Days' ends a day earlier.

Amazon, which already has over 100 million registered users in India, is making a deeper push in the country's small towns and cities in a bid to attract another 100 million customers by investing in infrastructure and partnering with local players for quicker deliveries.

Its Prime loyalty program, which offers free delivery, early access to deals during sales and free music and video streaming, has helped Amazon win tens of millions of clients, making India its fastest-growing Prime market globally. Flipkart now offers a similar scheme.

Large appliances such as refrigerators and washing machines as well as TVs are selling in huge numbers in this year's sale, Agarwal said, with fashion products becoming the largest selling category.

Neither company gave specific sales numbers, but said their festive sales will break last year's record as competition intensifies after Walmart's acquisition of a controlling stake in Bengaluru-based Flipkart this year.

""Amazon remains the most visited, most transacted, most trusted online marketplace in India,"" Agarwal said. ""We look forward to maintaining this momentum for the rest of the holiday season."""
28,Nomura Fund Manager Dumps 4.3 Million Samsung Shares Before Earnings,Yahoo! NEWS Canada,2018-10-04,0.841981,0.531238,,https://ca.news.search.yahoo.com/r.search.yahoo.com/_ylt=AwrC1TEilrVbvRcAGB3wFAx.;_ylu=X3oDMTByZnU4cmNpBGNvbG8DYmYxBHBvcwM5BHZ0aWQDBHNlYwNzcg--/RV=2/RE=1538655906/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fnomura-fund-manager-dumps-entire-030745621.html/RK=2/RS=64eswrnC97nA3oRBjxreuTczjAo-,"Samsung Electronics, the behemoth expected to report earnings Friday, has plunged 12 percent this year as international investors have dumped the stock. Vivian Pai, a fund manager at..."
29,Why this top fund manager dumped their entire Samsung stake,Yahoo! NEWS Canada,2018-10-04,0.697517,0.462243,,https://ca.news.search.yahoo.com/r.search.yahoo.com/_ylt=AwrC1DFGsrVb5lAA4QTwFAx.;_ylu=X3oDMTByMHZ0NG9yBGNvbG8DYmYxBHBvcwM3BHZ0aWQDBHNlYwNzcg--/RV=2/RE=1538663111/RO=10/RU=https%3a%2f%2fwww.afr.com%2ftechnology%2ftechnology-companies%2fsamsung%2fwhy-this-top-fund-manager-dumped-their-entire-samsung-stake-20181004-h1687m/RK=2/RS=Mhr9ep2TmTmLk40iKhwx4a5m7pg-,"Samsung Electronics, the behemoth expected to report earnings Friday, has plunged 12 per cent this year as international investors have dumped the stock. Vivian Pai, a fund manager at..."
30,'Amazon has all the power': How Amazon controls legions of delivery drivers without paying their wages and benefits in the US,Yahoo Finance Australia,2018-10-04,0.833486,0.995936,"Amazon puts delivery service partners in charge of drivers' wages, insurance, health benefits, and vehicle maintenance. Amazon, meanwhile, retains power over nearly every other aspect of these drivers' jobs, according to legal filings and interviews with more than 40 delivery workers, including drivers, supervisors, owners of courier companies, and Amazon logistics managers. ""Amazon has long supported small businesses like our Delivery Service Partners, and they are an important part of the long-term success of the company,"" the company said. Amazon can ""turn the knobs"" on delivery service partners because it has total control over the companies' revenue, sources said. Amazon managers, who work on-site at delivery stations with drivers and their supervisors, have discretion over route assignments, sources said.",https://au.finance.yahoo.com/news/apos-amazon-power-apos-amazon-055424315.html,"There are thousands of drivers working full time out of Amazon facilities who deliver Amazon packages, meet daily with Amazon bosses, and, in some cases, wear Amazon uniforms.

Their daily delivery routes and deadlines are set by Amazon. Amazon trains many of the drivers, provides them with on-the-road support, and gives them devices, called ""rabbits,"" for package scanning and route navigation.

Amazon uses the rabbits to track drivers' movements and has the power to eliminate drivers who aren't cutting it, two former Amazon managers told Business Insider.

It also doesn't offer them the protections, benefits, or other perks - like its new, highly touted $US15 minimum wage - afforded to its own employees. That's because none of these drivers actually works for Amazon.

The company instead employs these drivers indirectly through contracts with smaller third-party companies, called delivery service partners, or DSPs. Amazon's DSP network is like its version of UPS and FedEx, carriers Amazon also uses to deliver its packages.

Amazon puts delivery service partners in charge of drivers' wages, insurance, health benefits, and vehicle maintenance.

Amazon, meanwhile, retains power over nearly every other aspect of these drivers' jobs, according to legal filings and interviews with more than 40 delivery workers, including drivers, supervisors, owners of courier companies, and Amazon logistics managers.

For Amazon, this system of contracting delivery jobs is a cost-effective alternative to direct employment.

But it has created a massively confusing chain of command for drivers, which some say has led to chronic problems with missing wages, lack of overtime, intimidation, broken delivery trucks, and gruelling shifts that have lasted as long as 15 hours without time for breaks.

""The DSP contract-labour model is absolutely to mitigate risk and not take on the cost and obligation to actually employ people, so Amazon can move and scale fast,"" said a former Amazon logistics manager, who asked to remain anonymous for fear of retribution. ""The DSPs are under such a financial pinch they are not always taking care of their vans or making sure they are keeping up standards.""

Amazon is at the root of the problem, this person said.

""We create this pressure cooker,"" they said. ""We are really turning the knobs on DSPs, and they are turning the knobs on drivers. And then at the end of the day we can take our hands off of it and say, 'Well, they are your employees.'""

Amazon said that while it doesn't directly control wage-setting and benefits, it regularly audits its delivery service partners and requires them to abide by labour laws.

""Amazon has long supported small businesses like our Delivery Service Partners, and they are an important part of the long-term success of the company,"" the company said. ""We regularly receive feedback from our Delivery Service Partners to ensure we're providing the right tools and processes to help them operate successful businesses.""

In an email seen by Business Insider, Amazon told these courier companies this week that they'd have to start electronically tracking and recording employees' hours using ""time and attendance tracking"" software provided by the payroll company ADP. The requirement, which takes effect November 19, followed an earlier Business Insider investigation that detailed numerous reports of missing wages and lack of overtime payments.

Amazon can ""turn the knobs"" on delivery service partners because it has total control over the companies' revenue, sources said.

Amazon pays courier companies a set amount for each route delivered on any given day. The number of routes assigned to a company can vary weekly.

Amazon managers, who work on-site at delivery stations with drivers and their supervisors, have discretion over route assignments, sources said.

""We were walking on eggshells,"" said an owner of a courier company. ""You don't want to make the guy angry that gives out the routes, because if you make him angry, he isn't going to give you the number of routes you want.""

In some cases, this power dynamic led to free lunches, this person said.

""People were buying lunches for people at Amazon"" to try to get more routes, they said. ""If you are in with Amazon, you can do no wrong. They will give more routes to those people."""
