,Title,Source,Date,Title Sentiment,Body Sentiment,Summary,Link,Body
14,Apple is using proprietary software to lock MacBook Pros and iMac Pros from third-party repairs,MSN UK,2018-10-05,0.875822,0.553969,"It would seem that, without the proprietary software, third-party repair services will not be able to fix MacBook Pros that suffer from issues with the display assembly, the logic board, the keyboard and trackpad, and the Touch ID board, according to Motherboard. The computer won’t be usable again until Apple Service Toolkit 2, the name of the diagnostic tool, is used by a member of the company’s Authorized Service Provider program. Apple’s proprietary chips have taken on increasing responsibilities over various functions inside the Mac, including storing secure enclave data and handling disc encryption. Apple, alongside other hardware makers, has fought in recent years to prevent the passing of so-called right-to-repair laws that would force technology companies to make parts and instructions available to both users and third-party repair specialists. As it stands today, 19 states have proposed legislation regarding right-to-repair rules, but no state has passed a bill that would ban the use of, say, proprietary diagnostic tools.",https://www.msn.com/en-gb/news/techandscience/apple-is-using-proprietary-software-to-lock-macbook-pros-and-imac-pros-from-third-party-repairs/ar-BBNXx1o,"It would seem that, without the proprietary software, third-party repair services will not be able to fix MacBook Pros that suffer from issues with the display assembly, the logic board, the keyboard and trackpad, and the Touch ID board, according to Motherboard. For iMac Pros, the lock will engage if you replace the logic board or flash storage. The computer won’t be usable again until Apple Service Toolkit 2, the name of the diagnostic tool, is used by a member of the company’s Authorized Service Provider program.

The measures are presumably there to ensure security. Apple’s proprietary chips have taken on increasing responsibilities over various functions inside the Mac, including storing secure enclave data and handling disc encryption. Especially on a day where hardware security is very much in the news, it seems reasonable to expect that Macs need to go through an Apple-approved diagnostic. But it’s also not traditionally how we like to think of PCs, which have historically not been sealed appliances. The Mac is apparently moving a little more in that direction. Apple did not immediately respond to a request for comment.

Tech critics and e-waste activists, however, claim that electronics makers are making devices hard to repair as a way to tightly control the repair market and encourage the purchase of new devices. Apple, alongside other hardware makers, has fought in recent years to prevent the passing of so-called right-to-repair laws that would force technology companies to make parts and instructions available to both users and third-party repair specialists. As it stands today, 19 states have proposed legislation regarding right-to-repair rules, but no state has passed a bill that would ban the use of, say, proprietary diagnostic tools."
15,Apple buys part of chipmaker Dialog for $300 million,MSN New Zealand,2018-10-11,0.63264,0.456488,"Apple is buying part of European chipmaker Dialog Semiconductor in an effort to bring more of its silicon design in-house. While Apple isn’t acquiring Dialog outright, the 300 engineers make up 16 percent of its total workforce, and are said to have been working closely with Apple on chip design for years. “Dialog has deep expertise in chip development, and we are thrilled to have this talented group of engineers who’ve long supported our products now working directly for Apple,” hardware SVP Johny Srouji says in a statement. Last year the Nikkei reported that Apple was looking to design its own power management chips and move away from Dialog; earlier this year Dialog said Apple had cut orders, and teardowns suggest that Apple may have started using its own design in place of a certain Dialog chip in the iPhone XS Max. This acquihire is likely a way to bring Dialog’s R&D under Apple’s umbrella, with future designs becoming Apple IP that the company is free to use and modify at will.",https://www.msn.com/en-nz/news/techandscience/apple-buys-part-of-chipmaker-dialog-for-dollar300-million/ar-BBOdPK5,"Apple is buying part of European chipmaker Dialog Semiconductor in an effort to bring more of its silicon design in-house. The deal includes $300 million in cash to license some of Dialog’s power management technologies, acquihire 300 engineers, and take control of some assets. A further $300 million is being committed for products from Dialog over the next three years.

As TechCrunch notes, this is Apple’s biggest acquisition ever when it comes to headcount. While Apple isn’t acquiring Dialog outright, the 300 engineers make up 16 percent of its total workforce, and are said to have been working closely with Apple on chip design for years.

“Dialog has deep expertise in chip development, and we are thrilled to have this talented group of engineers who’ve long supported our products now working directly for Apple,” hardware SVP Johny Srouji says in a statement. “Our relationship with Dialog goes all the way back to the early iPhones, and we look forward to continuing this long-standing relationship with them.”

Last year the Nikkei reported that Apple was looking to design its own power management chips and move away from Dialog; earlier this year Dialog said Apple had cut orders, and teardowns suggest that Apple may have started using its own design in place of a certain Dialog chip in the iPhone XS Max. This acquihire is likely a way to bring Dialog’s R&D under Apple’s umbrella, with future designs becoming Apple IP that the company is free to use and modify at will."
16,"Apple Signs $600 Million Deal With Dialog for Assets, Staff",MSN New Zealand,2018-10-11,0.696953,0.590216,"Apple Inc has signed a deal with Dialog Semiconductor Plc to license the U.K. chip designer’s power management technology and acquire certain assets, including more than 300 staff. The deal comes almost a year after Dialog warned investors that Apple -- its biggest customer -- could design its own power-management chips in coming years. Dialog relies on Apple for about three-quarters of its revenue, predominantly through the supply of chips that handle charging and manage power in smartphones. Dialog Chief Executive Officer Jalal Bagherli said in an interview Thursday that the deal helps the semiconductor company scale down that reliance to ""about 45 percent"" over the next few years, and that ""the licensing deal is non-exclusive, so we can use the IP for other customers without restrictions."" The U.S. company will also co-locate employees at some of facilities in Italy, Germany and the U.K.

Bagherli ""almost half"" of Dialog’s employees across its two Swindon, England buildings would move to Apple.",https://www.msn.com/en-nz/news/other/apple-signs-dollar600-million-deal-with-dialog-for-assets-staff/ar-BBOe7gb,"Apple Inc has signed a deal with Dialog Semiconductor Plc to license the U.K. chip designer’s power management technology and acquire certain assets, including more than 300 staff.

Apple will pay Dialog an initial $300 million plus an additional $300 million for product delivery over the next few years. The British firm also won a number of new contracts from the iPhone maker, including the supply of power management, audio subsystem, charging and mixed-signal integrated circuits, according to a statement Thursday.

Dialog’s shares rose as much as 34 percent in trading in Frankfurt Thursday, the most since June 2000.

The deal comes almost a year after Dialog warned investors that Apple -- its biggest customer -- could design its own power-management chips in coming years. Dialog relies on Apple for about three-quarters of its revenue, predominantly through the supply of chips that handle charging and manage power in smartphones.

Dialog Chief Executive Officer Jalal Bagherli said in an interview Thursday that the deal helps the semiconductor company scale down that reliance to ""about 45 percent"" over the next few years, and that ""the licensing deal is non-exclusive, so we can use the IP for other customers without restrictions.""

Commenting on potential M&A activity as a result of the deal, Bagherli said that ""clearly if we have another $600 million in the bank it helps us to not be reliant on borrowing for small deals at least.""

While Apple has developed its own processors for years, the company only recently stepped up the in-house design of components, including graphics, Bluetooth and other phone-related chips. That’s expensive and creates new risks, but helps maintain leverage over suppliers after a wave of acquisitions cut the number of chipmakers it works with.

Apple began using its own graphics chips, or GPUs, in the iPhone 8 and iPhone X. That continued with the recently released iPhone XS and Apple Watch Series 4. Apple uses technology from another U.K. chip designer -- Imagination Technologies Group Plc -- in products like the iPad and Apple but is expected to eventually transition all of its iOS-based products to its own graphics processors.

Following the deal with Apple, Dialog will concentrate on businesses including the Internet of Things, mobile, automotive and computing. Apple’s new hires consist of around 16 percent of Dialog’s total workforce. The U.S. company will also co-locate employees at some of facilities in Italy, Germany and the U.K.

Bagherli ""almost half"" of Dialog’s employees across its two Swindon, England buildings would move to Apple. He said one of these buildings would be ""entirely taken over by Apple employees,"" but that the impact on the workforce was small as employees for both companies already work closely together.

Dialog’s 2018 revenue will not be affected by this agreement and the company will continue shipments of current products in production to Apple, the company said in the statement. will also launch a share buyback program of up to 10 percent of its outstanding shares following its third-quarter trading update."
17,"Thieves are using Apple IDs to steal money, Chinese payment firms say",MSN UK,2018-10-12,0.751033,0.883919,"China’s two largest digital payments services, Alipay and WeChat Pay, have warned that thieves are using compromised Apple IDs to make purchases with people’s accounts. “Since Apple hasn’t resolved this issue, users who’ve linked their Apple ID to any payments method, including Alipay, WePay, or credit cards, may be vulnerable to theft,” Alipay wrote, according to Bloomberg’s translation. Though the two companies are calling out Apple, it’s not clear if the issue is specific to a flaw in its ID system. It sounds as though there has been a problem with the theft of Apple ID credentials, which thieves are then using to log in to Apple accounts and make purchases using associated payments methods, like Alipay and WeChat Pay. It’s unclear if Apple does this, but it speaks to the broader issue companies like Apple face: it’s not just their own sites and apps that need to be secure; they have to worry about common accounts and passwords being leaked from other sources as well.",https://www.msn.com/en-gb/news/techandscience/thieves-are-using-apple-ids-to-steal-money-chinese-payment-firms-say/ar-BBOgEqB,"China’s two largest digital payments services, Alipay and WeChat Pay, have warned that thieves are using compromised Apple IDs to make purchases with people’s accounts. Alipay posted a warning offering “security tips about Apple phones,” which said that it had contacted Apple many times with hope of solving the issue, according to Reuters. Tencent, which owns WeChat Pay, later confirmed similar issues in a statement to Bloomberg.

“Since Apple hasn’t resolved this issue, users who’ve linked their Apple ID to any payments method, including Alipay, WePay, or credit cards, may be vulnerable to theft,” Alipay wrote, according to Bloomberg’s translation.

It’s not stated how widespread the issue is or how much money has been lost due to the thefts. Reuters reports that a Chinese state media outlet said some losses were as high as 2,000 yuan, or about $290 USD. Apple plans to refund money that was fraudulently spent, according to a source familiar with the matter.

Though the two companies are calling out Apple, it’s not clear if the issue is specific to a flaw in its ID system. It sounds as though there has been a problem with the theft of Apple ID credentials, which thieves are then using to log in to Apple accounts and make purchases using associated payments methods, like Alipay and WeChat Pay.

An Apple spokesperson said the company encourages customers to set a strong password and enable two-factor authentication to secure their accounts.

Still, it’s unusual to see large tech companies calling one another out like this, particularly over an issue that may not be exclusive to Apple. Alipay, which comes from an Alibaba spinoff called Ant Financial, has since removed its social media post calling out Apple, though not before the story spread across and international media.

Some companies are proactive about searching out leaked account credentials, checking them against their own databases and then resetting passwords and warning users if they find a match. It’s unclear if Apple does this, but it speaks to the broader issue companies like Apple face: it’s not just their own sites and apps that need to be secure; they have to worry about common accounts and passwords being leaked from other sources as well."
18,"Amazon and Apple data equipment hacked by China with super small chips, Bloomberg says",MSN Money,2018-10-04,0.972374,0.587922,"Data center equipment run by Amazon Web Services and Apple may have been subject to surveillance from the Chinese government via a tiny microchip inserted during the equipment manufacturing process, according to a Bloomberg BusinessWeek report on Thursday. The claims in the report have been strongly disputed by the technology giants.",http://www.msn.com/en-us/money/video/amazon-and-apple-data-equipment-hacked-by-china-with-super-small-chips-says-bloomberg/vi-BBNVy9e?srcref=rss,"Data center equipment run by Amazon Web Services and Apple may have been subject to surveillance from the Chinese government via a tiny microchip inserted during the equipment manufacturing process, according to a Bloomberg BusinessWeek report on Thursday. The claims in the report have been strongly disputed by the technology giants."
19,"iMac Pro, 2018 MacBook Pros require Apple software for certain repairs",MSN Money,2018-10-05,0.834668,0.998739,"In new Apple computers with its custom T2 chip (currently the iMac Pro and MacBook Pro 2018 models) it serves the purpose of ""the System Management Controller, image signal processor, audio controller, and SSD controller."" According to MacRumors and shown on documents posted by Motherboard, anyone doing significant repair work on these systems will be left with a nonfunctioning system until they run the ""Apple Service Toolkit 2"" diagnostic software. Earlier this year, 9to5Mac revealed that as a result of the T2 chip, diagnostic software and a USB-C cable has replaced a custom port on the logic board for extracting data from partionally functional systems. Only Apple Stores or authorized repair providers would have access to the cloud-connected software, which means independent repair shops or owners themselves are locked out of repairs they'd otherwise be able to perform. Third-party repair companies have recently seen trouble replacing screens even with genuine Apple displays, and swapping out a TouchID or FaceID sensor requires specialized hardware to authorize the new parts.",http://www.msn.com/en-us/money/other/imac-pro-2018-macbook-pros-require-apple-software-for-certain-repairs/ar-BBNXIH0?srcref=rss,"In new Apple computers with its custom T2 chip (currently the iMac Pro and MacBook Pro 2018 models) it serves the purpose of ""the System Management Controller, image signal processor, audio controller, and SSD controller."" That means it can handle the system's secure boot system and on the fly encryption, as well as image processing for the FaceTime camera. While the enhanced security is nice, it has additional implications.

According to MacRumors and shown on documents posted by Motherboard, anyone doing significant repair work on these systems will be left with a nonfunctioning system until they run the ""Apple Service Toolkit 2"" diagnostic software. For the MacBook Pro that includes ""display assembly, logic board, top case (the keyboard, touchpad, and internal housing), and Touch ID board,"" and on the iMac Pro, it's the logic board or SSD.

Earlier this year, 9to5Mac revealed that as a result of the T2 chip, diagnostic software and a USB-C cable has replaced a custom port on the logic board for extracting data from partionally functional systems. You'll also need a functioning system, which is also necessary to restore an iMac Pro.

Only Apple Stores or authorized repair providers would have access to the cloud-connected software, which means independent repair shops or owners themselves are locked out of repairs they'd otherwise be able to perform.

Apple has not responded to the reports, but this appears to be an extension of the trend seen already on iPhones. Third-party repair companies have recently seen trouble replacing screens even with genuine Apple displays, and swapping out a TouchID or FaceID sensor requires specialized hardware to authorize the new parts. It's a big part of the fight over ""right to repair"" laws, as consumers, repair shops and hobbyists argue that they should have access to modify things they own without worrying about DRM-like lockdowns."
20,Apple is blocking third-party repairs on new Mac computers,MSN Money,2018-10-05,0.668332,0.782269,"But according to a report by MacRumors, Apple’s new security chip (called T2) will prevent any component replacements in the new MacBook Pros and iMac Pro from non-authorised repair centers. An internal document – distributed to Apple Authorized repair centers – obtained by MacRumors suggests that after replacing components, a ‘system configurations’ software checks if the replaced parts are authentic. The software is only available to authorized repair centers, and functions only when connected to Apple’s Global Service Exchange (GSX) cloud server for repairs. The document outlines the new repair guidelines:

For Macs with the Apple T2 chip, the repair process is not complete for certain parts replacements until the AST 2 System Configuration suite has been run. Apple’s new policy might hurt a lot of small-time repair shops who had built up relationships with customers by offering good service.",http://www.msn.com/en-us/money/other/apple-is-blocking-third-party-repairs-on-new-mac-computers/ar-BBNY4Fq?srcref=rss,"A lot of us rely on third-party repair shops when our Macs go bust. But according to a report by MacRumors, Apple’s new security chip (called T2) will prevent any component replacements in the new MacBook Pros and iMac Pro from non-authorised repair centers.

An internal document – distributed to Apple Authorized repair centers – obtained by MacRumors suggests that after replacing components, a ‘system configurations’ software checks if the replaced parts are authentic.

After a T2-equipped Apple system is repaired, it’ll only boot up if a diagnostic software called Apple Service Toolkit 2 gives it a green signal. The software is only available to authorized repair centers, and functions only when connected to Apple’s Global Service Exchange (GSX) cloud server for repairs.

The document outlines the new repair guidelines:

For Macs with the Apple T2 chip, the repair process is not complete for certain parts replacements until the AST 2 System Configuration suite has been run. Failure to perform this step will result in an inoperative system and an incomplete repair.

The security check applies to repairs involving the display, logic board, Touch ID, and top case including the keyboard, battery, trackpad, and speakers for 2018 MacBook Pro. Meanwhile, for Mac Pro, the check only applies to logic board and flash storage replacements.

Apple’s new policy might hurt a lot of small-time repair shops who had built up relationships with customers by offering good service. Customers who don’t have an authorized service center in their area will also face difficulties in getting their Macs repaired. We have asked Apple for a comment and will update the story accordingly.

Apple is currently fighting “Right to repair” legislation in the US which would require the company to make repair parts, tools, repair guides, and diagnostic software public.

Earlier this year, Apple refused to replace troublesome iPhone batteries if the devices passed a diagnostic test – but later relented and offered unconditional replacements. Hopefully, it’ll see sense in this instance as well."
21,Apple helps Samsung surge to record profits,CNN,2018-10-05,0.679248,0.925049,"Hong Kong (CNN Business) Samsung is powering toward record profits thanks in part to Apple's new iPhones. The bumper profit haul was likely driven by strong sales in memory chips and higher earnings in Samsung's display and consumer electronics business, according to SK Kim, an analyst with investment bank Daiwa Capital Markets. The higher margins for flexible screens Samsung is supplying for the new range of iPhones helped boost earnings, Kim said. And despite the blockbuster earnings Samsung forecast Friday, analysts expect the company to report disappointing smartphone sales for the third quarter, despite the release of a new flagship device, the Note 9 , in August. Beyond smartphones and memory chips, another reason Samsung's earnings were so hot last quarter was because South Korea was so hot — literally.",http://rss.cnn.com/~r/rss/cnn_latest/~3/3nR4nuLkxAY/index.html,"Hong Kong (CNN Business) Samsung is powering toward record profits thanks in part to Apple's new iPhones.

The two tech companies compete aggressively in high-end smartphones, but Samsung also provides key parts for Apple's ( AAPL ) devices.

The South Korean electronics maker said Friday it expects to pull in as much as 17.6 trillion won ($15.6 billion) in operating profit for the three months ended in September. That's a jump of more than 20% from the same period a year earlier and Samsung's highest quarterly earnings ever.

The company didn't provide a detailed breakdown of results yet, but analysts are ready to fill in the blanks. The bumper profit haul was likely driven by strong sales in memory chips and higher earnings in Samsung's display and consumer electronics business, according to SK Kim, an analyst with investment bank Daiwa Capital Markets.

The higher margins for flexible screens Samsung is supplying for the new range of iPhones helped boost earnings, Kim said.

Samsung expects to post its highest earnings ever for the third quarter.

There are doubts about how long Samsung's profits can keep hitting new highs.

And despite the blockbuster earnings Samsung forecast Friday, analysts expect the company to report disappointing smartphone sales for the third quarter, despite the release of a new flagship device, the Note 9 , in August.

Samsung, the world's largest smartphone maker, will report full results at the end of this month.

Beyond smartphones and memory chips, another reason Samsung's earnings were so hot last quarter was because South Korea was so hot — literally.

A sweltering summer in the country fueled an increase in air-conditioner sales for Samsung's consumer electronics division, according to Kim.

Samsung shares posted slight gains in early afternoon trading in Seoul on Friday. The stock has fallen about 12% so far this year, weighed down by concerns about future demand for memory chips."
22,Apple helps Samsung surge to record profits,CNN,2018-10-05,0.679248,0.960257,"Hong Kong (CNN Business) Samsung is powering toward record profits thanks in part to Apple's new iPhones . The bumper profit haul was likely driven by strong sales in memory chips and higher earnings in Samsung's display and consumer electronics business, according to SK Kim, an analyst with investment bank Daiwa Capital Markets. And despite the blockbuster earnings Samsung forecast Friday, analysts expect the company to report disappointing smartphone sales for the third quarter, despite the release of a new flagship device, the Galaxy Note 9 , in August. Samsung, the world's largest smartphone maker, is suffering ""a slowdown in many markets"" compared with the same quarter last year, said TuanAnh Nguyen, an analyst at research firm Canalys. Beyond smartphones and memory chips, another reason Samsung's earnings were so hot last quarter was because South Korea was so hot — literally.",http://rss.cnn.com/~r/rss/cnn_topstories/~3/3nR4nuLkxAY/index.html,"Hong Kong (CNN Business) Samsung is powering toward record profits thanks in part to Apple's new iPhones .

The two tech companies compete aggressively in high-end smartphones, but Samsung also provides key parts for Apple's ( AAPL ) devices.

The South Korean electronics maker said Friday it expects to pull in as much as 17.6 trillion won ($15.6 billion) in operating profit for the three months ended in September. That's a jump of more than 20% from the same period a year earlier and Samsung's highest quarterly earnings ever.

The company didn't provide a detailed breakdown of results yet, but analysts are ready to fill in the blanks. The bumper profit haul was likely driven by strong sales in memory chips and higher earnings in Samsung's display and consumer electronics business, according to SK Kim, an analyst with investment bank Daiwa Capital Markets.

The higher margins for flexible screens Samsung is supplying for the new range of iPhones helped boost earnings, Kim said.

Business from Apple accounts for 25% to 30% of sales at Samsung's display division, he added. The unit generated about 10% of the South Korean company's 54 trillion won ($48 billion) profit last year.

There are doubts about how long Samsung's profits can keep hitting new highs.

And despite the blockbuster earnings Samsung forecast Friday, analysts expect the company to report disappointing smartphone sales for the third quarter, despite the release of a new flagship device, the Galaxy Note 9 , in August.

Samsung, the world's largest smartphone maker, is suffering ""a slowdown in many markets"" compared with the same quarter last year, said TuanAnh Nguyen, an analyst at research firm Canalys.

Competition from Apple and Huawei's new flagship phones mean Samsung faces ""tremendous challenges to remain strong"" in the high-end market, he added.

Samsung will report full results at the end of this month.

Beyond smartphones and memory chips, another reason Samsung's earnings were so hot last quarter was because South Korea was so hot — literally.

A sweltering summer in the country fueled an increase in air-conditioner sales for Samsung's consumer electronics division, according to Kim.

Samsung shares closed flat in Seoul on Friday. The stock has fallen about 12% so far this year, weighed down by concerns about future demand for memory chips."
23,The Chinese phone giant that beat Apple to Africa,CNN,2018-10-10,0.672583,0.481509,"In Edna Mall on the bustling Bole Road in Addis Ababa, the capital of Ethiopia, Mesert Baru poses for her Tecno Camon i. ""This phone is seriously nice for selfies,"" says the 35-year-old shop assistant, admiring the picture she just took. Tecno cameras have been optimized for African complexions, explains Arif Chowdhury, vice president of Transsion. Transsion founder George Zhu had spent nearly a decade traveling Africa as head of sales for another mobile phone company when he realized that selling Africans handsets made for developed markets was the wrong approach. Giving consumers what they want

In 2006, Zhu launched Tecno in Nigeria, targeting Africa's most populous nation first. Expanding in India and beyond

For Transsion, future growth is set to come from building its business outside Africa in other developing markets, such as Russia, Indonesia and Bangladesh.",http://rss.cnn.com/~r/rss/cnn_latest/~3/Eb1Z-6qD3Eg/index.html,"Addis Ababa, Ethiopia (CNN Business) One of China's biggest smartphone makers has never sold a handset in the country. Yet thousands of miles away, it dominates markets across Africa. Unknown in the West, Transsion has left global players like Samsung and Apple trailing in its wake in a continent that's home to more than a billion people.

In cities like Lagos, Nairobi and Addis Ababa, busy streets are awash with the bright blue shopfronts of Transsion's flagship brand, Tecno. In China , the company doesn't have a single store, and its towering headquarters in the southern megacity of Shenzhen goes largely unnoticed among skyscrapers bearing the names of more famous Chinese tech firms

The company took a different path to success from other top Chinese smartphone makers such as Huawei and Xiaomi , which started out in China before eventually expanding overseas.

Transsion built its business in Africa. And it has no plans to come home.

In Edna Mall on the bustling Bole Road in Addis Ababa, the capital of Ethiopia, Mesert Baru poses for her Tecno Camon i. ""This phone is seriously nice for selfies,"" says the 35-year-old shop assistant, admiring the picture she just took.

Mesert's satisfaction is no accident. Tecno cameras have been optimized for African complexions, explains Arif Chowdhury, vice president of Transsion. ""Our cameras adjust more light for darker skin, so the photograph is more beautiful,"" he says. ""That's one of the reasons we've become successful.""

Transsion founder George Zhu had spent nearly a decade traveling Africa as head of sales for another mobile phone company when he realized that selling Africans handsets made for developed markets was the wrong approach.

His timing could hardly have been better. By the mid-2000s, the Chinese government, under its ""Going Out"" strategy, was encouraging entrepreneurs to look abroad and forge stronger ties with African nations in particular. Cell phones were spreading rapidly in China, but in Africa — which has a roughly similar population — they were still a very rare luxury.

Africa, in other words, could be the new China.

Giving consumers what they want

In 2006, Zhu launched Tecno in Nigeria, targeting Africa's most populous nation first. From the start, the company's motto was ""think global, act local,"" which meant making phones that met Africans' specific needs.

""When we started doing business in Africa, we noticed people had multiple SIM cards in their wallet,"" Chowdhury says. They would awkwardly swap the cards throughout the day to avoid the steep charges operators would levy for calling different networks, says Nabila Popal, who tracks the use of devices in Africa for research firm IDC. ""They can't afford two phones,"" says Chowdhury, ""so we brought a solution to them."" Zhu made all Tecno handsets dual SIM.

More innovations followed. Transsion opened research and development centers in China, Nigeria and Kenya to work out how to better appeal to African users. Local languages such as Amharic, Hausa and Swahili were added to keyboards and phones were given a longer battery life.

Extra juice was important. In Nigeria, South Africa and Ethiopia, for example, the government frequently shuts off electricity to conserve power, leaving people unable to charge their phones for hours. In less developed markets, such as the Democratic Republic of Congo, Chowdhury says, consumers might have to walk 30 kilometers to charge their phone at the local market -- and have to pay to do so. ""For those kind of consumers, longer battery life is a blessing,"" he adds.

Sewedo Nupowaku, the Lagos-based CEO of entertainment company Revolution Media, says he switched from a Samsung S3 to a Tecno L8 for this reason. ""I can spend 24 hours constantly talking, browsing on this phone, no problem. With a Samsung, no way.""

But perhaps Transsion's smartest move was its pricing. It has three main brands: Tecno, Infinix and Itel. Most of their feature and smartphones sell for between $15 and $200.

Mesert says she bought her Tecno smartphone for 2,000 birr ($72). At a shop near her workplace, an iPhone 7 costs the equivalent of $906, and a Samsung Galaxy J7 around $360. Average monthly wages in Ethiopia range from 1,500 birr ($54) to 3,000 ($108) birr, and most vendors across Africa don't allow customers to pay in installments.

""About 95% of Transsion smartphones cost under $200,"" says Mo Jia, an analyst at technology research firm Canalys. ""They are the king of the budget smartphone.""

In Ethiopia, Transsion went a step further to assimilate. Since 2011, every phone it sells in Africa's second most populous nation has been assembled at its facilities in the suburbs of Addis Ababa. About 700 workers piece together Shenzhen-manufactured screens, circuit boards and batteries to churn out 2,000 smartphones and 4,000 feature phones a day.

Transsion says it has a total of 10,000 local employees in Africa, and 6,000 in China. Its low-cost African workforce helps it keep down prices, according to Jia. It also adds appeal for some consumers. ""I like that my phone is made in Ethiopia,"" Mesert says.

Oye Akideinde, an amateur rapper turned software developer, was recruited by Tecno in 2015 to launch a music app called Boomplay, a homegrown rival to iTunes or Spotify. Most Nigerian internet users grew up illegally downloading music or streaming it for free on YouTube, according to Akideinde, a 40-year-old Lagos resident.

Tecno's vision was to attract music lovers by uniting African and international artists on a single platform offering affordable downloads and streaming with advertising. It preloaded the app onto every Tecno smartphone and made it the default music player. The app now has 32 million users.

Tecno spun off Boomplay and its apps division into a new company, TranssNet, last year. Backed by NetEase, a $30 billion Chinese internet company, TranssNet plans to introduce a suite of financial apps on smartphones made by Transsion.

Expanding in India and beyond

For Transsion, future growth is set to come from building its business outside Africa in other developing markets, such as Russia, Indonesia and Bangladesh. In 2017, it launched Tecno in India and within a year had claimed 5% of the huge market, according to IDC.

How did Tecno make such rapid progress? Transsion's Chowdhury says another innovation tailored to local customs has helped.

""Indian people use their hands to eat food,"" he says, ""so their fingers get oily. What if you're having lunch and your boss calls? You try to take the call but your fingerprint won't work.""

The fix: screens that can read greasy fingers."
24,Apple and Amazon hit back over China hack,BBC,2018-10-05,0.746391,0.994068,"Image copyright
                 Apple
                
            
            
            
                Image caption
                
                    Apple was blunt in its response to Bloomberg Businessweek's story
                
            
            
        A report alleging that Apple and Amazon had data stolen by Chinese spies has been strongly disputed by both tech firms. The story suggested that Amazon Web Services (AWS) and Apple were among 30 companies, as well as government agencies and departments, that used the suspect servers. The news agency's story, which Bloomberg said resulted from a 12-month investigation, relied on unnamed and unidentified sources which, it said, included insiders at both Amazon and Apple. Image copyright
                 Reuters
                
            
            
            
                Image caption
                
                    Amazon disputed the findings reported in the spy chip story
                
            
            
        Now Apple has published its statement in full on its media site saying it had ""repeatedly explained"" to Bloomberg reporters that they were wrong. The NCSC responded to questions about the alleged spy chip attack by saying it was aware of media reports but had ""no reason to doubt the detailed assessments made by AWS (Amazon Web Services) and Apple"".",https://www.bbc.co.uk/news/technology-45757531,"Image copyright
                 Apple
                
            
            
            
                Image caption
                
                    Apple was blunt in its response to Bloomberg Businessweek's story
                
            
            
        A report alleging that Apple and Amazon had data stolen by Chinese spies has been strongly disputed by both tech firms.
Apple and Amazon have both responded publicly to claims made by Bloomberg Businessweek which described the cyber-attack.
""There is no truth to these claims,"" said Apple's statement.
The UK's National Cyber Security Centre (NCSC) said it had ""no reason to doubt"" Apple and Amazon's assessments.
Bloomberg has yet to respond to a BBC request for a comment about the repeated denials from Apple and others.
Earlier it said: ""We stand by our story and are confident in our reporting and sources.""
Full disclosure
Published on 4 October, Bloomberg's story alleges that Chinese spies managed to insert chips on servers made in China that could be activated once the machines were plugged in overseas. The servers were manufactured for US firm Super Micro Computer Inc.
The story suggested that Amazon Web Services (AWS) and Apple were among 30 companies, as well as government agencies and departments, that used the suspect servers.
Shares in Chinese tech firms including Lenovo and ZTE fell sharply following the publication of the Bloomberg report. 
The news agency's story, which Bloomberg said resulted from a 12-month investigation, relied on unnamed and unidentified sources which, it said, included insiders at both Amazon and Apple. 
Bloomberg linked to the denials given to it by the tech firms and Super Micro Computer when it approached them with its evidence.

            
                
                
                
                
                
                 Image copyright
                 Reuters
                
            
            
            
                Image caption
                
                    Amazon disputed the findings reported in the spy chip story
                
            
            
        Now Apple has published its statement in full on its media site saying it had ""repeatedly explained"" to Bloomberg reporters that they were wrong.
Apple said it had conducted ""rigorous internal investigations"" based on the evidence given to it by Bloomberg reporters and had found ""absolutely no evidence"" to support their claims.
It said: ""On this we can be very clear: Apple has never found malicious chips, 'hardware manipulations' or vulnerabilities purposely planted in any server.""
It added that it was not operating under any ""gag order"" or any other confidentiality restriction that stopped it sharing information.
Amazon published a blog that also said the spy chip story was ""untrue"" saying it had never found ""modified hardware or malicious chips"" on its systems. 
The NCSC responded to questions about the alleged spy chip attack by saying it was aware of media reports but had ""no reason to doubt the detailed assessments made by AWS (Amazon Web Services) and Apple"".
It urged anyone with ""credible intelligence"" about the allegations to get in touch."
