,Title,Source,Date,Title Sentiment,Body Sentiment,Summary,Link
20,"Google unveils new Pixel phone, adds tablet in Apple challenge",Yahoo UK and Ireland,2018-10-10,0.731206,0.535629,"The Google Pixel 3 third generation smartphones are seen on display after a news conference in Manhattan, New York, U.S., October 9, 2018. REUTERS/Shannon Stapleton

SAN FRANCISCO (Reuters) - Alphabet Inc's  Google on Tuesday unveiled the third edition of its Pixel smartphone, a Google Home smart speaker with a display and its first tablet computer as it makes a come-from-behind push into hardware. Pixel phones, though, have been a tougher sell, launching with glitches and garnering less than 1 percent of the global market by shipments in Google's first two years of trying, according to research firm Strategy Analytics. The Pixel 3, priced at $799, and a larger Pixel 3 XL, priced at $899, mark Google's latest entries for a phone lineup it hopes will someday be as popular as Apple Inc's  iPhone. The Pixel 3 faces continued limited sales in the United States since Google again signed an exclusive distribution deal with wireless carrier Verizon Communications Inc  that means the device will get little marketing from other carriers.",https://uk.news.yahoo.com/google-goes-global-10-events-pixel-phones-080544411--finance.html
21,"AT&T to launch streaming service, latest to counter Netflix",Yahoo - Singapore,2018-10-10,0.727247,0.833818,"AT&T's new unit WarnerMedia, which inlcudes the recently acquired media-entertainment giant Time Warner, will launch a consumer streaming service in 2019

AT&T's WarnerMedia said Wednesday it will launch a direct-to-consumer streaming service in late 2019, becoming the latest challenger to fast-growing operators such as Netflix and Amazon. The US telecom giant, which recently acquired media-entertainment conglomerate Time Warner, said the new service would launch in the fourth quarter of 2019. With the acquisition of Time Warner, AT&T will have access to a large trove of films, series, documentaries and cartoons from the Warner Bros studios, Turner Broadcasting and HBO, which already has a streaming service. The move comes as rival media giant Disney is preparing to launch its own streaming service for general content following the debut of its ESPN sports service. AT&T closed its $85 billion deal for Time Warner in June, days after a judge rejected an antitrust challenge from the Trump administration.",https://ph.news.yahoo.com/t-launch-streaming-latest-counter-netflix-174924615.html
22,Q&A: Why rising interest rates are shaking financial markets,Yahoo - Singapore,2018-10-10,0.682965,0.94373,"When a bond's price falls, its yield rises, and the 30-year Treasury yield rose above 3.40 percent at one point Wednesday, up from 2.89 percent a year ago. When a bond is paying more in interest, investors aren't as willing to pay high prices for stocks, which are riskier investments. Prices for long-term bonds are more sensitive to rises in rates than short-term ones, because they lock investors into a lower rate for a longer period. A swoon in bond funds can be particularly unsettling for investors because they're supposed to be the safe part of anyone's portfolio, offering stability when stocks go on another of their stomach-churning runs. For bond funds, higher rates should mean more income in the long run, even though they're knocking down prices at the moment.",https://ph.news.yahoo.com/q-why-rising-interest-rates-210608645.html
23,Business Highlights,Yahoo - Singapore,2018-10-10,0.584639,0.864284,"NEW YORK (AP) -- U.S. stocks plunged to their worst loss in eight months on Wednesday as technology companies continued to drop. Scramble for holiday season workers already near fever pitch

WASHINGTON (AP) -- Companies that depend on holiday season sales need more workers at a time when the ranks of the unemployed have dwindled to their lowest level since the recession. Trump signs bills to help patients stop overpaying for drugs

WASHINGTON (AP) -- President Donald Trump has signed into law two bills that would allow pharmacists to tell consumers when paying cash would be cheaper than using insurance for their prescriptions. SAN FRANCISCO (AP) -- Google will begin offering its pay-to-carpool service throughout the U.S. in an effort to reduce the commute-time congestion that its popular Waze navigation service is designed to avoid. AT&T's WarnerMedia to offer their own streaming service

NEW YORK (AP) -- AT&T's WarnerMedia are joining the ever-expanding list of companies offering a streaming video service.",https://ph.news.yahoo.com/business-highlights-215037701.html
24,Trump Tariffs Push Small Firms to Plead for Same Relief as Apple,Yahoo,2018-10-11,0.572894,0.74644,"(Bloomberg) -- Paul Shekoski thinks he presented a good case why the weather stations and other products his company makes in China should be spared from President Donald Trump’s tariffs. Shekoski, chief executive of the Primex Family of Companies in Lake Geneva, Wisconsin, is among the hundreds of U.S. companies filing requests by Tuesday’s deadline for exclusions from the initial round of tariffs imposed on Chinese imports. Companies including Apple Inc. successfully avoided having tariffs imposed on products, and General Motors Co. and HP Inc. are among those seeking duty exclusions for goods such as the China-built Buick Envision and toner cartridges. Meanwhile Ohio-based Weastec Inc. has filed more than 60 requests for exclusions from tariffs on switches and other automotive parts it imports from a sister company in China for warehousing and just-in-time delivery to Honda and other automakers in the U.S., said Doug Ernst, senior manager of operations at the firm, which employs about 190. Besides Tuesday’s filing deadline for the initial tranche of tariffs, companies must file requests for exclusions from the $16 billion list by Dec. 18.",https://www.yahoo.com/news/trump-tariffs-push-small-firms-080000087.html
25,Global stocks tumble after Trump 'crazy' Fed comment,Yahoo - Singapore,2018-10-11,0.624173,0.970429,"Trump has frequently criticised the US central bank for gradually raising interest rates

Asian markets plunged Thursday morning following the worst session on Wall Street for months, as US President Donald Trump said the Federal Reserve had ""gone crazy"" with plans for higher interest rates. The steep drop in Asia followed a decline on Wall Street of nearly 830 points, the biggest fall since February, amid Trump's latest criticism of the Federal Reserve, the US central bank. He has frequently criticised the US central bank for gradually raising interest rates. Stocks have been under pressure since the yield on 10-year US Treasury bonds jumped above three percent last week, a sudden move that raised fears of an overheating economy, speeding inflation and more aggressive Federal Reserve interest rate increases. Last week's jump in yields followed strong US data but many analysts have been anticipating a change in the dynamics in the bond market due to expectations that central banks in Europe and Japan will soon phase out bond-buying programmes.",https://ph.news.yahoo.com/global-stocks-tumble-trump-crazy-fed-023800000.html
26,Q&A: Why rising interest rates are shaking financial markets,Yahoo - Singapore,2018-10-11,0.682965,0.97993,"When a bond's price falls, its yield rises, and the 30-year Treasury yield rose above 3.40 percent at one point Wednesday, up from 2.89 percent a year ago. When a bond is paying more in interest, investors aren't as willing to pay high prices for stocks, which are riskier investments. Prices for long-term bonds are more sensitive to rises in rates than short-term ones, because they lock investors into a lower rate for a longer period. A swoon in bond funds can be particularly unsettling for investors because they're supposed to be the safe part of anyone's portfolio, offering stability when stocks go on another of their stomach-churning runs. For bond funds, higher rates should mean more income in the long run, even though they're knocking down prices at the moment.",https://ph.news.yahoo.com/q-why-rising-interest-rates-040545833.html
27,Losses on Wall Street rip through Asian financial markets,Yahoo - Singapore,2018-10-11,0.823282,0.586365,"Asian markets tumbled on Thursday, after Wall Street slumped on a heavy selling of technology and internet stocks. (AP Photo/Koji Sasahara)

SINGAPORE (AP) -- A stock market rout that started on Wall Street rolled through Asia on Thursday, driving China's benchmark to a four-year low and sending indexes in Japan, Korea and Australia plunging. The U.S. Federal Reserve recently raised short-term interest rates for the third time this year, with one more expected before the year ends. Strong economic data and a positive outlook from Fed officials have led to a sell-off in U.S. Treasury bonds, particularly longer-term ones, sparking concerns about even higher interest rates. U.S. stocks slumped on Wednesday as concerns over rising interest rates and trade tensions caused a sell-off in technology and internet stocks.",https://ph.news.yahoo.com/losses-wall-street-rip-asian-065407827.html
28,Rising interest rates weigh on high-flying tech stocks,Yahoo - Singapore,2018-10-11,0.966297,0.632862,"Stocks are extending their slump on Wall Street, led by drops in big technology companies, as rising bond yields draw investors out of stocks. (AP Photo/Richard Drew)

LOS ANGELES (AP) -- Technology and internet stocks have led the way for much of Wall Street's bull market run, propelling the stocks of big names like Apple, Amazon and Google's parent company sharply higher along the way. Apple, Microsoft, Amazon, Netflix and Alphabet, Google's parent company, all posted steep declines. Technology and internet-based companies are known for their high profit margins, and many have reported explosive growth in recent years, with corresponding gains in their stock prices. In addition, the big-name tech stocks have been faring so well for so long that investors have been betting on even bigger things to come from the companies.",https://ph.news.yahoo.com/rising-interest-rates-weigh-high-070137747.html
29,US stocks turn higher after report shows modest inflation,Yahoo - Singapore,2018-10-11,0.891077,0.73098,"The market's recent decline was set off by a sharp drop in bond prices and a corresponding increase in yields last week and early this week. The Labor Department's index of consumer prices edged up 0.1 percent in September as energy prices retreated after a big gain in August. Inflation has risen slightly this year after a prolonged stretch when prices stayed below the 2 percent target set by the Federal Reserve. The yield on the 10-year Treasury note fell to 3.17 percent from 3.22 percent late Wednesday. On Wednesday, U.S. President Donald Trump said the Federal Reserve ""is making a mistake"" with its campaign of rate increases and said the central bank ""has gone crazy"" by gradually raising interest rates over the last three years.",https://ph.news.yahoo.com/us-stocks-turn-higher-report-141312497.html
30,Global markets tumble as Trump slams 'crazy' Fed,Yahoo UK and Ireland,2018-10-12,0.535136,0.970277,"Asian markets plunged Thursday morning following the worst session on Wall Street for months, as US President Donald Trump said the Federal Reserve had ""gone crazy"" with plans for higher interest rates. The steep drop in Asia followed a decline on Wall Street of nearly 830 points, the biggest fall since February, amid Trump's latest criticism of the Federal Reserve, the US central bank. He has frequently criticised the US central bank for gradually raising interest rates. Stocks have been under pressure since the yield on 10-year US Treasury bonds jumped above three percent last week, a sudden move that raised fears of an overheating economy, speeding inflation and more aggressive Federal Reserve interest rate increases. Last week's jump in yields followed strong US data but many analysts have been anticipating a change in the dynamics in the bond market due to expectations that central banks in Europe and Japan will soon phase out bond-buying programmes.",https://uk.news.yahoo.com/global-markets-tumble-trump-slams-034921669.html
31,Moody Month: new femtech app wants to encourage you to check in on yourself,Yahoo UK and Ireland,2018-10-12,0.541692,0.773112,"The space is Moody Month, an Apple app that extends the work done by an existing digital platform which discusses women’s hormones, cycles and moods, launched in the US last October. Moody Month then tracks these data points, to give you daily insights and a monthly report, with an overview about the recurrence of certain moods, emotions and physical sensations. These features build on the features offered by apps including Clue, and Flo — the app’s other element is its articles on health and mood, and an online shop, selling supplements designed to target symptoms such as sleep problems. The app took 18 months to build, Thomson and her team working with neuroscientists and gynaecologists in the process. Moreover, Moody Month takes an ethical stand — all its data is anonymised and never sold.",https://uk.news.yahoo.com/moody-month-femtech-app-wants-105943200.html
32,"US stocks slip lower in wobbly trading, but losses ease",Yahoo UK and Ireland,2018-10-12,0.950193,0.623331,"The market's recent decline was set off by a sharp drop in bond prices and a corresponding increase in yields last week and early this week. The Labor Department's index of consumer prices edged up 0.1 percent in September as energy prices retreated after a big gain in August. Inflation has risen slightly this year after a prolonged stretch when prices stayed below the 2 percent target set by the Federal Reserve. All of those stocks have made strong gains this year, but Alphabet and Amazon are now in what's known as a ""correction,"" a drop of more than 10 percent from a recent peak. U.S. crude dropped 1.6 percent to $72.01 a barrel in New York.",https://uk.news.yahoo.com/us-stocks-slip-lower-wobbly-145445294.html
33,Apple gets critical iPhone technology in $600 million Dialog deal,Yahoo,2018-10-12,0.575422,0.50114,"REUTERS/Aly Song/File Photo

SAN FRANCISCO/FRANKFURT (Reuters) - Apple Inc is taking control over the power-management technology at the heart of its iPhones in a $600 million deal with Dialog Semiconductor that also secures the German-listed company's role as a supplier to the U.S. tech giant. Dialog shares surged as much as 34 percent on Thursday, their most since 2002, as the deal bought the company time to reduce its dependence on Apple - which it expects to account for three-quarters of this year's sales. Dialog's shares had tumbled earlier this year when it said Apple planned to use chips from another supplier. Under the deal, Apple is buying patents, taking on a 300-strong engineering team, most of whom already worked on chips for Apple devices, and Dialog offices in Britain, Italy and Germany. After the deal, Dialog expects Apple to account for 35-40 percent of its total revenues in 2022.",https://www.yahoo.com/news/apple-buy-part-supplier-dialogs-business-600-million-064514379--finance.html
34,Kanye West shows pictures to Donald Trump during Oval Office visit - and accidentally reveals iPhone passcode,Yahoo UK and Ireland,2018-10-12,0.930507,0.714873,"Kanye West has revealed that his iPhone passcode is 000000 during a meeting with Donald Trump in which he said wearing a “Make America Great Again” hat made him feel like Superman. While unlocking his phone to show the president images of the “iPlane 1”, a hydrogen-powered plane which he said should replace Air Force 1, the rapper inadvertently revealed its code to the world’s media. In a wide-ranging conversation which covered manufacturing in America, Mr Trump’s presidential campaign, and prison reform, the 41-year-old musician also showed the president several images of the plane. It’s a hydrogen-powered airplane, and this is what our President should be flying in,” he said, handing the phone to Jared Kushner, the president’s son-in-law. He also talked about the feeling of wearing Mr Trump’s red ‘Make America Great Again’ cap and about how the president’s 2016 campaign compared to that of Hillary Clinton.",https://uk.news.yahoo.com/kanye-west-reveals-iphone-passcode-194215394.html
