,Unnamed: 0,date,text,sentiment,New sentiment
12,13,2018-10-13,*furiously runs to buy #AAPL,-0.4472135954999579,0.0
13,14,2018-10-13,"Nick - we are only 1 part of the equation, you did it on your own, congrats on the #AAPL calls! Killer trade frm $.33 to $2.1!<U+0001F4B0>
#OptionPros https://t.co/N3nXV5fCpX",-0.0360478053536009,0.375
14,15,2018-10-13,Anki's 'Vector' Home Robot Now Available for Purchase https://t.co/2rs5lB8fJ6 #AAPL,0.271108834234519,0.4
15,16,2018-10-12,"How to Enter DFU Mode on iPhone 8, iPhone X, iPhone XS, iPhone XS Max, and iPhone XR When Recovery Mode Doesn't Work https://t.co/7Xrc3Zi4b8 #AAPL",-0.0928476690885259,0.0
16,17,2018-10-12,"Great way to end the week indeed! ""Wow"" is right! :) #AMZN #SPY #VXX #AAPL

#OptionPros Alerts <U+0001F6A8>JOIN US! So much to learn &amp; earn w/ us! https://t.co/NKQFkOp5jZ",0.31806010282945196,0.46642857142857147
17,18,2018-10-12,@ScottWapnerCNBC #CarterWorth @GuyAdami @timseymour @karenfinerman Is it me or did C-worth say at 2600SP with a rising wedge that we would fail and then we ran to a new high? Didn’t C-worth call a head$S pattern on #AAPL at $185? Didn’t Carter Braxton Worth say those things?,0.231800567767642,0.024090909090909086
18,19,2018-10-12,Upcoming 2018 iPad Pro Could Be 5.9mm Thick With No Headphone Jack https://t.co/6ZbuWuMRmy #AAPL,-0.35,-0.30000000000000004
19,20,2018-10-12,"$AAPL closes above its opening price after recovering from early selling pressure: https://t.co/hXSFDOENo2
Sentiment: Slightly bullish #AAPL #Apple",-0.144023807555755,-0.022222222222222216
20,21,2018-10-12,"You may want to consider the stocks rn, in preparation for the holiday season.  #URBN #NKE #AMZN #SKX #UAA #FIVE #AAPL #WMT #M <U+0001F440>",0.11667264496683599,0.0
21,22,2018-10-12,"Weekly chart of $AAPL
This potential red trend looks like a nightmare! #Apple #StockMarket #AAPL https://t.co/WWcnmVe36Z",0.0236289112071082,0.0
22,23,2018-10-12,Apple Criticizes Proposed Anti-Encryption Legislation in Australia https://t.co/PwVuEnxvvN #AAPL,-0.499230176602706,0.0
23,24,2018-10-12,"Simplified and direct prices information about the stocks of some of the most important companies is at our page https://t.co/AaptbKUFDN check it out
#stocks #trading #prices #information #BAC #AAPL #NFLX #TSLA #NVDA #FB #MSFT #IBM #AMD #INTC #AMZN #GOOGL #DIS #TWTR",0.48091059460153296,0.3333333333333333
24,25,2018-10-12,MacRumors Giveaway: Win a 'Dockit W3' Handmade iPhone and Apple Watch Dock from WhyWood https://t.co/RdwDMJiSkj #AAPL,0.11470786693528098,0.8
25,26,2018-10-12,New iPad Pro Models Spotted in Analytics With Same Resolutions as Current 10.5-Inch and 12.9-Inch Models https://t.co/9ZUkVyA6sN #AAPL,0.383761289440099,0.04545454545454545
26,27,2018-10-12,and strong volume made use of liquidity. wall after wall. #AAPl #Bulls https://t.co/IhRyYwuhiY,0.0922698564505272,0.4333333333333333
27,28,2018-10-12,#Apple #AAPL has been recovering but if the count is right then there should be one more leg down before a wider retrace. https://t.co/HSKc385bJC,0.22574639520723,0.21005291005291005
28,29,2018-10-12,Top 7 5G Stocks To Play The 5G Boom Starting In 2019 #AAPL #AMZN #BABA #BIDU #CHL #CSCO #ERIC #F #GOOG #GOOGL #HPE #HXSCL #IBM #INTC #IQ #LNVGY #MOMO #MSFT #MU #NFLX #NOK #QCOM #S #SSNLF #SWKS #T #TCEHY #TMUS #VZ #YY #MattBohlsen https://t.co/b0XxbXW3dv https://t.co/fc9PZqsvSI,0.0832050294337844,0.25
29,30,2018-10-12,Apple Files Patent to Detect Phone Calls From Spoofed Numbers - FORTUNE $AAPL #AAPL https://t.co/84BoD7kyQK,0.200346921336188,0.0
30,31,2018-10-12,Sygic's 'Car Navigation: GPS &amp; Maps' iOS App Introduces CarPlay Support https://t.co/K8px0peYWl #AAPL,0.117851130197758,0.0
31,32,2018-10-12,Stockholm's New City Council Opposes Planned Apple Store at Kungsträdgården https://t.co/TeRcKkv8rT #AAPL,0.28284271247461895,0.13636363636363635
32,33,2018-10-12,"Apple Planning to Launch New Clear Case for iPhone XR, Priced Around $40 https://t.co/rU4bBoeN8Y #AAPL",0.332652814112315,0.1181818181818182
33,34,2018-10-12,"<U+0001F4CD><U+0001F4AC> 

I <U+2665><U+FE0F> AAPL Customer Support Chat <U+0001F4AC>, 
Always Convincing.
—
#aapl #aapltrdng #CustomerService #customersupport #talkto https://t.co/s5zQxIWCsl",0.268125059913815,0.5
34,35,2018-10-12,#Giveaway #win #contest #Trump #CFLGameDay #ContestAlert #Apple #appleNews #appleEvent #AAPL #BlackOut  Monthly Giveaway https://t.co/HYPNix2GVL via @choosybookworm,0.0335410196624968,0.8
35,36,2018-10-12,#Giveaway #win #contest #Trump #CFLGameDay #ContestAlert #Apple #appleNews #appleEvent #AAPL #BlackOut  iDrop News is giving away an iPhone X in November. Enter to win now. https://t.co/ddNR6cDpTO,0.119075252694437,0.8
36,37,2018-10-12,"#Giveaway #win #contest #Trump #CFLGameDay #ContestAlert #Apple #appleNews #appleEvent #AAPL #BlackOut  iDrop News is giving away a 10.5"" iPad Pro, enter to win now. https://t.co/9zOiD4mf9V",0.216188584119827,0.8
37,38,2018-10-12,$AAPL Apple takes control of iPhone battery production with Dialog Semiconductor deal https://t.co/iVALoGLzqW via @proactive_UK  #AAPL #brighterir #AndrewScottTV #CapitalNetwork1,0.17723725194851397,0.0
38,39,2018-10-12,#Giveaway #win #contest #Trump #CFLGameDay #ContestAlert #Apple #appleNews #appleEvent #AAPL #BlackOut  iDrop News is giving away an Apple Watch Series 3 in December. enter to win now! https://t.co/5HFhWmklEm,0.118366751066879,0.9
39,40,2018-10-12,#Giveaway #win #contest #Trump #CFLGameDay #ContestAlert #Apple #appleNews #appleEvent #AAPL #BlackOut  iDrop News is giving away a free iPhone XS Max in February! Enter to win now. https://t.co/nptldaEYwT,0.15451175095702402,0.7000000000000001
40,41,2018-10-12,Instagram Testing Tap-to-Advance Instead of Scrolling Through Posts https://t.co/Lxr6gFsBGA #AAPL,0.2,0.0
41,42,2018-10-12,"Power of #Fibonacci Now and Before #SP500, #AAPL, #Oil, #Gold, #GOOG, #TSLA, #EURUSD https://t.co/gloKVHPx2x",0.117851130197758,0.0
42,43,2018-10-12,Apple closed at $214.45 #AAPL #Bearish https://t.co/aZg3rEvaDR,-0.31622776601683805,-0.1
43,44,2018-10-12,"New analyst report: Upgrade interest among global iPhone users has risen 'significantly'
BGR - 2d ago $AAPL #Upgrade #AAPL #iPhoneOnVerizon #tech #iPhoneXSMax #iPhoneXS #iOS #iphonepreorder #iPhoneXR #IT #applepreorder_updates #IOS12 #iOSDev #mededchat #AI https://t.co/AFiJaoPRew",0.325,0.17045454545454544
44,45,2018-10-12,"VoiceOver, the little-known iPhone feature that lets blind people see with their fingers! #AAPL  https://t.co/tY8ao8E4RW",-0.255221410864953,-0.625
45,46,2018-10-12,Nintendo's New Dragalia Lost Game Earned $16 Million in Two Weeks https://t.co/P6hKoJVF7v #AAPL,0.0121267812518167,-0.13181818181818183
46,47,2018-10-12,Kaspersky Lab Says Report Claiming China Hacked Apple's Former Server Supplier is Likely 'Untrue' https://t.co/FCOQNprht6 #AAPL,-0.137649440322337,0.0
47,48,2018-10-12,$aapl megáfonos y soportes est´sticos y dinámicos  - gráfico #AAPL https://t.co/mvXSlEyRFY,-0.0606339062590832,0.0
48,49,2018-10-11,Apple's Covent Garden Store in London to Reopen on October 26 https://t.co/SbI3YLv1pV #AAPL,0.1455213750218,0.0
49,50,2018-10-11,"$AAPL pulls back from highs giving back most intraday gains: https://t.co/6X3xxJE9VZ
Sentiment: Slightly bearish #AAPL #Apple",0.250950573771391,0.08333333333333334
50,51,2018-10-11,My takeaway from this bloody mess is: #AAPL Apple <U+0001F34F> Strong!! While others struggle. The only safe be to #BTFD and rest easy over the weekend. Others not so much. #AMZN Amazon has proven disappointing in the face of the fray. #Leadershipthatworks,-0.15382088184910098,0.029427083333333312
51,52,2018-10-11,#AAPL - Shopping in America = APPLE - TradingView - https://t.co/Uu3hTCPZwI,0.12060453783110499,0.0
52,53,2018-10-11,Apple Says iOS 12 is Now Installed on 53% of Active Devices https://t.co/AMpmhswQn3 #AAPL,0.0645497224367903,-0.13333333333333333
53,54,2018-10-11,"FAANG stocks Facebook, Apple, Amazon, Netflix and Alphabet are on a downward trend, Michael Carr shares why....
https://t.co/9dsvw1TzWr
#FAANG #VIX #SP500 #Stocks #StockMarket #AAPL #NFLX #GOOG #AMZN #BearMarket #MarketCrash",0.0661741875411597,0.0
54,55,2018-10-11,"FAANG stocks Facebook, Apple, Amazon, Netflix and Alphabet are on a downward trend, Michael Carr shares why....
https://t.co/RW1NQMAs0P
#FAANG #VIX #SP500 #Stocks #StockMarket #AAPL #NFLX #GOOG #AMZN #BearMarket #MarketCrash",0.0661741875411597,0.0
55,56,2018-10-11,"Just bought 5 more shares of #AAPL @Apple stock! 
#financialfridays
#mentorshipmondays 
https://t.co/g3pn7vQxPc",0.0347272653809676,0.625
56,57,2018-10-11,Do people even use tablets (iPads <U+0001F61D>) anymore! Hasn’t that fad passed? Aren’t most people using a surface or netbook? #AAPL #CNBC https://t.co/WxwEaSVVcM,-0.0513469662208257,0.5
57,58,2018-10-11,Apple Registers New iPad Models and' Bluetooth Device' in China https://t.co/o6n0MGQzVr #AAPL,0.19402850002906602,0.13636363636363635
58,59,2018-10-11,New Apple Maps Cars Spotted in Los Angeles https://t.co/uYjFuK4iOw #AAPL,0.21380899352993998,0.13636363636363635
59,60,2018-10-11,Apple To Buy Part Of Supplier Dialog's Business In $600 Million Deal   https://t.co/L1MTe5E2a5   #aapl,0.0573539334676404,0.0
60,61,2018-10-11,"FAANG stocks Facebook, Apple, Amazon, Netflix and Alphabet are on a downward trend, Michael Carr shares why....
https://t.co/7geRqDlVsb
#FAANG #VIX #SP500 #Stocks #StockMarket #AAPL #NFLX #GOOG #AMZN #BearMarket #MarketCrash",0.0661741875411597,0.0
61,62,2018-10-11,Apple Expands Its Elk Grove Campus in California https://t.co/IqA3IIZBTU #AAPL,0.173719807243076,0.0
62,63,2018-10-11,"Apple buys Danish real-time mixed reality computer vision startup Spektral for $30 million in augmented reality push
https://t.co/XnZLKNZTRG

#JOVRNALISM
#AR #ARind #ARbiz #ARtech
#MR #MRind #MRbiz #MRtech
#journalism #jind #jbiz #jtech
#ML #CV #Apple #AAPL $AAPL
#Journalism360",0.142302494707577,0.0
63,64,2018-10-11,A REAL EXAMPLE OF HOW THE ARORA REPORT SIDE STEPPED BIG LOSSES $#AMZN $#AAPL $… https://t.co/0neXCz7izL #stockmarket,-0.12298373876248801,0.1
64,65,2018-10-11,Apple Music Partners With Lyric Database Genius https://t.co/V1dVVOhQxZ #AAPL,0.30508510792387605,0.25
65,66,2018-10-11,High margin and not high volume products have no future! #AAPL is running on borrowed time. Low margin high volume is always the winner!!!! #CNBC https://t.co/8yTX7mBZ4T,0.21920404166667604,0.094125
66,67,2018-10-11,Discover Cashback Debit Cards Now Work With Apple Pay https://t.co/BdmT2wQ1LC #AAPL,0.2375,0.0
67,68,2018-10-11,CVS Pharmacy Now Accepting Apple Pay in Stores https://t.co/GVM3q6hIJS #AAPL,0.129099444873581,0.0
68,69,2018-10-11,"Developers’ Opinion of Mac App Store Improving, but Many Still Unhappy With Lack of Upgrade Options and Free Trials https://t.co/XFcfiutdSP #AAPL",-0.353134771251242,0.10000000000000002
69,70,2018-10-11,Great business decision by @CVSHealth. It took FOUR years to come to their senses.... but I will return now. <U+0001F4F1> #AAPL #ApplePay https://t.co/lPqRmIy2od,0.102693932441651,0.8
70,71,2018-10-11,"Pocket Updated With Text-to-Speech 'Listen' Feature, Turning Articles Into Podcasts https://t.co/BO9TCxEVBU #AAPL",0.058925565098879,0.0
71,72,2018-10-11,Apple Acquires iPhone Power Management Technology in $600 Million Deal With Chipmaker Dialog https://t.co/81Z9NMVaup #AAPL,0.176776695296637,0.0
72,73,2018-10-11,#SocialMedia: #E2E: Is a global move of #users away from #WhatsApp &amp; into #Signal beginning to accelerate? https://t.co/qzoSZuzY8C https://t.co/tn1rR4hdCh #1ab #EndToEndEncryption #encryption #EncryptionTools #OpenWhisperSystems #code #coding #BrianActon #AMZN #AAPL #GOOG #FB #EU https://t.co/DB3Z8P8Fq9,0.0514478005643965,0.0
73,74,2018-10-11,"<U+0001F468><U+0001F3FB><U+200D><U+0001F4BB>2000s trader: 
60% studies
30% trades
10% tweets

<U+0001F468><U+0001F3FC><U+200D><U+0001F4BB>2018 trader
90% tweets
5% trolls
5% trades

Am I wrong?

#trading #cryptotrading #nasdaq #DowJones #btc #aapl #amzn #btc",-0.118144556035541,-0.5
74,75,2018-10-11,#AAPL #MSFT #TLSA #MSFT RISK....#dj   #Forex #fxsignals #Markets #Finance #cfd #Investing #stocks #trading advisory Via ADSS Trading Support Team 24 Hrs. #TradingYourWay #Cryptocurrencies @ADSSGROUP #OREX #FXTRADING https://t.co/2imKqXn7a0,-0.0178617779443529,0.0
75,76,2018-10-11,Apple to Donate to Hurricane Michael Relief Efforts https://t.co/oFNpWrV6wH #AAPL,-0.0801783725737273,0.0
76,77,2018-10-11,#AAPL CORRECTED TO $217 ZONE ENJOY BEAR PARTY :),0.28347335475692,0.45
77,78,2018-10-11,The Big Five FAANG Stock and Sector Service is now posted for Wednesday https://t.co/bihMz399my        #AMZN #AAPL #FB #NFLX #TSLA #GOOGL and  Sector Funds - #IBB #IYR #XLE #XLE #XLF #XLK #XRT  #FAANG,0.0422577127364258,0.0
78,79,2018-10-11,"Heck With The #Stockmarket #googl #aapl
Don't Let today's #StockMarketCrash Control You..
Bet on Yourself..
#Amazon Wants You To Succeed So They Can Make More Money ..
Here's The Secret #BluePrint That Was Five Years In The Making
*Limited Availability*
https://t.co/1K6Wf2Jier https://t.co/nApRbeWvMg",0.0646653095352748,0.05714285714285713
79,80,2018-10-11,"How to Recover Files, Contacts, Bookmarks, Calendars and Reminders in iCloud https://t.co/QOEHFRz3nk #AAPL",0.24253562503633302,0.0
80,81,2018-10-10,"Curved screen setup to watch as the market bleeds red after breaking the uptrend.
.
.
.
#daytrading #daytrader #spyoptions #spy #thespyisfalling #apple #AAPL #bullsandbears #lookoutbelow #optionstrading #options $AAPL $SPY https://t.co/xNq5MxVyDk",-0.12958770593861998,0.0
81,82,2018-10-10,Benefits of a huge market selloff? Great entry points for buyers to get in on some great stocks. @Stash is a great opportunity to use this app to make partial purchases on the dips. #AMZN #BABA #AAPL #ATVI #NASDAQ,0.24707369395387102,0.5399999999999999
82,83,2018-10-10,"FREE CONTENT--&gt; A terminology guide filled with definitions and terms that all investors need to know. Enjoy!
 
https://t.co/C0PFy5EB6J
 
#daytrader #swingtrader #protrading #stockmarket #hotstocks #bitcoin #stockoptions #pennystocks #SQ #AMZN #FB #AAPL #MU #NXTD #USO #TVIX https://t.co/RiHCvVl7Ai",0.41034003651097,0.43333333333333335
83,84,2018-10-10,Apple's Mac Sales Down in Q3 2018 Amid a Lack of Updates https://t.co/wxXx7n1tVC #AAPL,-0.176776695296637,-0.15555555555555559
84,85,2018-10-10,#AAPL has only one way to go and that’s down! They will never recover from today’s losses and they only have themselves to blame because they think high margin lower volume products sold to people who are not price sensitive is the path to success!!!   #CNBC,0.0122061546837862,0.10858217592592594
85,86,2018-10-10,How could they give stuff away! What an absolute waste of money! Doesn’t #AAPL understand that the road to profit is paved by low margin high volume products? Somebody fire Tim Cook! Especially after a day like today! #CNBC https://t.co/XLGBceVWdo,0.0637183833107733,0.030000000000000006
86,87,2018-10-10,"$AAPL breaks below 50-day moving average: https://t.co/llKMMsZbE2
Sentiment: Very bearish #AAPL #Apple",-0.568037557443755,0.02500000000000001
87,88,2018-10-10,Apple to Offer Original TV Content Free to Apple Device Owners https://t.co/RHkzAT0zE4 #AAPL,0.2910427500436,0.3875
88,89,2018-10-10,Today was a beautiful day in the markets! If you can't make money when stocks drop you don't know how to make money! Period! #AAPL #AMZN #SPY #TSLA #SHLD,-0.00305703283542016,1.0
89,90,2018-10-10,Like if you’re bagholding #amzn #nflx #tsla #fb #aapl #baba #nvda #stockcrash #marketcrash #CryptoNews #amazon #netflix #bidu #bitcoin #tesla #nvidia https://t.co/z4NOV9JuaF,0.0962250448649376,0.0
90,91,2018-10-10,Still 3.50 bucks till the lowest low of the past 20 days gets hit in #AAPL and 10.50 bucks till the lowest low of the past 40 days gets hit https://t.co/02Ay4uhbUQ #trendfollowing https://t.co/Vi8Nmc12Uo,-0.32444284226152503,-0.125
91,92,2018-10-10,"no real recovery until NDX hits near 6800 later in October. don't chase this dip, do not BTFD, you will get run over by a steam roller. stay safe. #ndx #qqq #spy #dia #rut #nasdaq #nflx #aapl #amd #nvda #amzn https://t.co/Jjvv06e2q0",0.0962797298420768,0.125
92,93,2018-10-10,AT&amp;T's WarnerMedia to Launch New Streaming Service in Fourth Quarter of 2019 https://t.co/t7gmocE5n1 #AAPL,0.15652475842498498,0.06818181818181818
93,94,2018-10-10,Apple Releases Safari Technology Preview 67 With Bug Fixes and Feature Improvements https://t.co/dhKN6AyNRM #AAPL,0.0970142500145332,0.0
94,95,2018-10-10,$AAPL FAANG Report: Apple hit by Chinese fraud rings; Facebook struggles in war against fake news https://t.co/JgfytM3f90 via @proactive_ca  #AAPL #brighterir #stevedarling #CapitalNetwork1,-0.42521003213538106,-0.25
95,96,2018-10-10,$AAPL FAANG Report: Apple hit by Chinese fraud rings; Facebook struggles in war against fake news https://t.co/UA7FdID2fQ via @proactive_NA  #AAPL #brighterir #christicorrado #CapitalNetwork1,-0.417814510898367,-0.25
96,97,2018-10-10,$AAPL FAANG Report: Apple hit by Chinese fraud rings; Facebook struggles in war against fake news https://t.co/KGjzVeO4M3 via @proactive_UK  #AAPL #brighterir #AndrewScottTV #CapitalNetwork1,-0.42521003213538106,-0.25
97,98,2018-10-10,Astropad's Luna Display for Turning an iPad Into a Second Screen for Mac is Now Available https://t.co/9rdsghZ74T #AAPL,0.170560573084488,0.2
98,99,2018-10-10,"Tech is fucking ugly, sell off as excepted from last week due to overbought &amp; etc. However this month earnings will be interesting. $NFLX $IBM $LRCX $CAT $MMM $V $BA $AMZN $GOOGL $MSFT $FB #AAPL $BIDU $TSLA $SPOT",-0.0543772906041614,-0.08124999999999999
99,100,2018-10-10,Waze Rolling Out Support for Separate Carpool App Nationwide https://t.co/yICVwK3CAO #AAPL,0.129099444873581,0.0
100,101,2018-10-10,NSA Senior Advisor Latest to Question Report Claiming China Hacked Apple's Former Server Supplier https://t.co/Lw7dX55GLo #AAPL,-0.130930734141595,0.25
101,102,2018-10-10,"con #AAPL en 223, y luego de que Vertical Group recomendara Vender el lunes, JP Morgan apuesta y recomienda Overweight (compra moderada) con target en 272. #APPLE #IPHONE #APPLEWATCH",-0.11138775564400699,0.0
102,103,2018-10-10,Apple Inc is doomed. $AAPL dropped by 1.362%! Currently priced at 223.78. https://t.co/3BFG3rvRUR #AAPL,-0.22963061381630398,0.0
103,104,2018-10-10,"Getting back into the stock market. #SNAP #AAPL #Investing #stockstowatch

Join Robinhood and we'll both get a stock like Apple, Ford, or Sprint for free. Make sure you use my link. https://t.co/vLt0BeQTnR",0.131702189469537,0.3
104,105,2018-10-10,"Apple Has Acquired Danish Startup Spektral, Focused on Real-Time 'Green Screen' Technology https://t.co/DCxEdoKOB5 #AAPL",0.48554665641476297,-0.2
105,106,2018-10-10,How to Secure Your Instagram Account With Two-Factor Authentication https://t.co/nMTlkKEin7 #AAPL,0.129099444873581,0.4
106,107,2018-10-10,@verizon That’s where Apple is winning. No network would ever offer BOGO at the time of new iPhone release. #AAPL,0.168617551645559,0.3181818181818182
107,108,2018-10-10,New Google Photos 'Live Albums' Share Pictures of People and Pets Automatically https://t.co/INYKsZK4E6 #AAPL,0.306412938514171,0.13636363636363635
108,109,2018-10-10,"Think it over #AAPL
#APPLE
@prrobin @BrainandMoney @MONETARY_MAYHEM @Mr_DrinksOnMe @RayDalio @TraderBolsa @TraderHMS https://t.co/vxx1q6NzOe",0.0894427190999916,0.0
109,110,2018-10-10,@tim_cook https://t.co/JLDN8nHTsh just not good enough Tim. Your Apple Canada team have handled this appallingly. #AAPL,-0.17577453085262398,-0.2333333333333333
110,111,2018-10-10,"#Apple  #AAPL  is trying to find support at 226$.  If Buls can close a candle  on 1hr chart above $228 levels, the road till $232 , $236 and $240 is clear. RSI and MFI sho good support. https://t.co/1rCItrhF16",0.21091803063713,0.26666666666666666
111,112,2018-10-10,TAcademy will give Auto  trading signals on #AMZN #AAPL #MSFT  #CSCO #Visa #Mastercard  #GOLD  #Silver  on #NASDAQ  and #NYSE,0.11470786693528098,0.0
112,113,2018-10-10,The Apple Watch learned to detect falls using data from real human mishaps! #AAPL  https://t.co/roviEWldXO,-0.0227019235681114,0.0
113,114,2018-10-10,"How to Force Restart iPhone X, iPhone XS, iPhone XS Max, and iPhone XR https://t.co/OoBXUQsnfJ #AAPL",-0.137649440322337,0.0
114,115,2018-10-10,How to Access Control Center and Home Screen in iOS 12 With the iPad's New Gestures https://t.co/8NqZtUH7lT #AAPL,0.229128784747792,0.018181818181818174
115,116,2018-10-10,How to Force Restart iPhone 7 and iPhone 7 Plus https://t.co/MrUsUwHdnD #AAPL,-0.16641005886756902,0.0
116,117,2018-10-09,The top 10 books on Apple's iBooks-US $AAPL #AAPL #Booksandliterature #Entertainment #Publishing https://t.co/jRsGErToLm,0.45,0.5
117,118,2018-10-09,The top 10 movies on the iTunes Store $AAPL #AAPL #Movies #Mediadistribution #Media https://t.co/sPRC2lfeMU,0.24253562503633302,0.5
118,119,2018-10-09,Hands-On With Google's New Pixel 3 and Pixel 3 XL Smartphones https://t.co/lrtjQlynPG #AAPL,0.20655911179772898,0.13636363636363635
119,120,2018-10-09,@AllThtRemainRS @option_snipper #AAPL closed towards the high of the day. Short term MA's all point up.,0.0658122476114994,0.02
120,121,2018-10-09,"Stardew Valley Coming to iOS on October 24, Pre-Orders Available Now https://t.co/fHh8XM62CQ #AAPL",0.18856180831641298,0.4
121,122,2018-10-09,"4/6 today,(winners) $AMRN short, $NFLX long, $TSLA short, $SQ long, (losers) $COST short, #AAPL long(chase), still a good greeb day for the action considering",0.16,0.062499999999999986
122,123,2018-10-09,"$AAPL pushes through prior session high: https://t.co/VPPL85fcEW
Sentiment: Bullish #AAPL #Apple",-0.20655911179772898,0.08
123,124,2018-10-09,Spark Email App Gains Support for Siri Shortcuts https://t.co/mWtrY3qIq5 #AAPL,0.293987366103667,0.0
124,125,2018-10-09,Apple Said to Have 'Dramatically Reduced' Multi-Billion-Dollar iPhone Repair Fraud in China https://t.co/CAcTrnO93t #AAPL,-0.167705098312484,0.0
125,126,2018-10-09,"RBC, Bank Of America Surveys Paint Bullish Picture Ahead Of Apple's Q4 Print: Apple Inc. (NASDAQ: #AAPL) is scheduled to report its fiscal fourth quarter and full-year results Thursday, Nov. 1 at a time when investor sentiment is ""largely neutral to even… https://t.co/jglgZLXLYN https://t.co/IaHh5MYKS3",0.0350070021007002,0.10714285714285714
126,127,2018-10-09,'Carpool Karaoke: The Series' Season 2 Set to Launch on October 12 https://t.co/WT9hRHfKiu #AAPL,-0.025,0.0
127,128,2018-10-09,"Google Announces Pixel 3 Smartphone, 'Home Hub' Smart Speaker, and Pixel Slate Tablet https://t.co/r00YXkAr0G #AAPL",0.11470786693528098,0.21428571428571427
128,129,2018-10-09,"@HalftimeReport @ScottWapnerCNBC @petenajarian @jonnajarian @Stephanie_Link @terranovajoe Honest question...if #AMZN #MSFT #AAPL especially #AMZN since nobody understands that they under earn on purpose so the PE is <U+0001F4A9> to value this, but if it makes a new high this ER or next...",0.35338988461387605,0.17927272727272728
129,130,2018-10-09,"...then everyone will come (@jonnajarian) #scrambling in to buy tech stocks, the earnings will make any “value” stock look stupid, and the large names like #MSFT #AAPL #AMZN that everyone is selling r cheap. All these people saying out of favor for tech longer than they think...",-0.0169328324232959,-0.06190476190476187
130,131,2018-10-09,"@ScottWapnerCNBC @Stephanie_Link @petenajarian @terranovajoe Judge, WTF did u say abt Mike Wilson being right??? I’m sorry-ur my fav show but MIKE WILSON has called for selling especially of tech, except for #AAPL is 40 dollars higher from where he FEAR MONGERED-#AMZN is 170pt up",0.0528457404322873,0.008928571428571425
131,132,2018-10-09,"How to Add, Remove, and Rearrange Menu Bar Icons in macOS Mojave https://t.co/AqrlgvJG7n #AAPL",-0.058925565098879,0.0
132,133,2018-10-09,BLOCK TRADE detected in #AAPL,-0.178885438199983,0.0
133,134,2018-10-09,"Sold my #amzn good timing, but #aapl <U+0001F622><U+0001F622><U+0001F622>",0.28347335475692,0.7
