0,1,2,3,4,5,6,7,8,9
0.556362092,0.774315178,0.485731423,0.495213985,0.515610874,0.458738118,0.302160472,0.376801789,0.501429081,0.415908396
0.556835949,0.774051368,0.486413419,0.495525122,0.516227841,0.458538413,0.30133602,0.377233475,0.501656771,0.416630089
0.556517363,0.774010539,0.48662743,0.496394247,0.51627475,0.458410978,0.301158518,0.377438694,0.502165139,0.416869998
0.555977643,0.774056077,0.486688524,0.496014327,0.516302288,0.458308131,0.301418871,0.377573997,0.502485633,0.416523278
0.556036055,0.774264216,0.487130821,0.495096952,0.516921937,0.458173245,0.301056445,0.377837598,0.502419353,0.417020202
0.555821538,0.774206519,0.487517357,0.495506257,0.517258525,0.458004504,0.300989509,0.378326863,0.502964497,0.417064905
0.555571258,0.774327874,0.487653166,0.495524645,0.517164588,0.458410352,0.301117331,0.37832877,0.503219843,0.416655213
0.555897057,0.774398923,0.487480253,0.494593948,0.517466724,0.458523661,0.301063687,0.378338248,0.502838194,0.416672945
0.555930793,0.774436355,0.487364292,0.493975222,0.517220378,0.458885372,0.301713854,0.377992272,0.502517283,0.415983319
0.555828333,0.774716079,0.486904681,0.494299948,0.516586065,0.458979458,0.301899344,0.377529532,0.502144039,0.415334195
0.556331754,0.774294019,0.486481905,0.494745404,0.516415596,0.459408402,0.30195713,0.377428144,0.501886606,0.415712357
0.55665803,0.774306834,0.486087024,0.494381219,0.516242504,0.459366739,0.302183241,0.377050251,0.501508236,0.415951163
0.556606054,0.774303973,0.48620829,0.494945705,0.516078234,0.459016949,0.301779628,0.37707144,0.501511216,0.416325748
0.556356907,0.774110615,0.486577958,0.495719254,0.515802979,0.458850771,0.301640511,0.376839608,0.501521945,0.415514082
0.556517959,0.774167001,0.486395717,0.496853262,0.515447199,0.458974957,0.301397026,0.376471221,0.50165379,0.414200634
0.556999624,0.774273694,0.485681981,0.49659884,0.515567541,0.45938766,0.301761687,0.376293331,0.501120746,0.41438511
0.55745399,0.773927867,0.485650331,0.495512068,0.51645869,0.45942238,0.301877201,0.376686901,0.501407146,0.415212333
0.5578143,0.773306668,0.485891521,0.496702462,0.516567945,0.460194826,0.301874459,0.376934379,0.501745641,0.415642738
0.557804465,0.773818254,0.485935271,0.495178908,0.517282844,0.460658044,0.301784605,0.377029717,0.501211405,0.416594654
0.557608426,0.773916304,0.486504018,0.493963331,0.517903507,0.460713416,0.301543146,0.377236128,0.501625836,0.417013794
0.557124794,0.773886144,0.487438172,0.494626731,0.518406749,0.460109115,0.301148772,0.377853185,0.50180918,0.416899472
0.557125866,0.773504496,0.48779133,0.494878143,0.519693077,0.460577279,0.300923407,0.379089236,0.503093064,0.418381184
0.556672871,0.77362895,0.488672107,0.494411409,0.520582736,0.460495234,0.30024001,0.37973392,0.504119337,0.418342888
0.556669116,0.773814917,0.488680094,0.492520958,0.521408558,0.460486203,0.300894797,0.380079955,0.503852963,0.418108344
0.556032896,0.773693621,0.488398582,0.49108237,0.52145642,0.461300641,0.302050322,0.380250186,0.504046619,0.41760537
0.556005836,0.773792922,0.488836199,0.491420567,0.522132158,0.46110934,0.301104099,0.381011099,0.504470706,0.41832602
0.556571126,0.773862779,0.488110006,0.490070194,0.521974623,0.461824864,0.302379489,0.380523682,0.503791749,0.418873429
0.556157112,0.774143636,0.488523901,0.490103751,0.521710396,0.461783409,0.301923484,0.380488753,0.503744662,0.418963015
0.556401908,0.774061203,0.488293797,0.49080205,0.521084011,0.461613059,0.302075863,0.379793376,0.503109157,0.417413116
0.556675971,0.774079382,0.487644672,0.491093516,0.520482659,0.461987346,0.302417099,0.379231751,0.50286305,0.416624337
0.556633472,0.774114013,0.487037361,0.491165966,0.519959509,0.462050349,0.302638561,0.378761292,0.502571702,0.416370243
0.557434797,0.773656249,0.486892581,0.491689146,0.520138383,0.462046176,0.302514076,0.378899276,0.502521217,0.417172551
0.557483613,0.773640931,0.486541659,0.491750687,0.520139635,0.462153524,0.30267477,0.378836632,0.502210259,0.418307245
0.557360649,0.773767114,0.48723942,0.491749078,0.520377278,0.461666733,0.301837921,0.379091978,0.502644241,0.418984443
0.557317734,0.773708165,0.487673521,0.491939425,0.520435989,0.46156013,0.301702052,0.378982484,0.502349317,0.418327689
0.557012022,0.773639917,0.487876445,0.49236235,0.520362556,0.46159035,0.301695675,0.379012585,0.503032744,0.417129844
0.556615889,0.773544073,0.487837523,0.491956383,0.520923436,0.461711138,0.301668763,0.379635841,0.503365695,0.417838931
0.557253718,0.773498714,0.487616539,0.490770638,0.521938562,0.462167591,0.302103609,0.380115151,0.503585041,0.418672115
0.557589233,0.773350954,0.487592399,0.490515172,0.522504628,0.462969065,0.30235076,0.38044408,0.503708065,0.419197112
0.55745405,0.773627162,0.487861067,0.490093321,0.522540927,0.462873369,0.30204016,0.380360067,0.503601551,0.419150531
0.556859374,0.773718834,0.487915367,0.489022285,0.522552192,0.462564141,0.302400172,0.380381078,0.5030756,0.419120342
0.556629062,0.773628533,0.488166362,0.489275217,0.522544861,0.462361127,0.302186996,0.380660743,0.50360477,0.419433177
0.556878507,0.773226917,0.488183826,0.491410315,0.522095919,0.46282661,0.302188605,0.38029027,0.504068434,0.417473912
0.557180583,0.773658276,0.487526268,0.491755038,0.521843851,0.462977976,0.302230418,0.379910856,0.503844321,0.416984051
0.556928098,0.773974717,0.487279952,0.488521844,0.522173464,0.462797344,0.302658439,0.379933238,0.502671123,0.418777764
0.557502508,0.773337245,0.487918884,0.488984138,0.522832751,0.463112205,0.302431792,0.380659759,0.503094614,0.419473678
0.557747304,0.773558557,0.487970561,0.490447938,0.522775888,0.463186353,0.301827997,0.380685687,0.503261209,0.420423359
0.556899965,0.77384913,0.488374978,0.489705712,0.522525251,0.462695032,0.301691025,0.380416214,0.503702462,0.420008659
0.55627954,0.774053752,0.48935467,0.489107639,0.522665918,0.461841792,0.301296324,0.380457491,0.503035605,0.418595552
0.556740761,0.773297727,0.488778144,0.489714175,0.522695124,0.462675989,0.302189082,0.38078469,0.503870189,0.418627232
0.556144416,0.773232758,0.488599688,0.49061197,0.523101151,0.462613612,0.301879287,0.381479532,0.505041718,0.419405997
0.557097018,0.773328006,0.488080263,0.489351481,0.5234254,0.462646395,0.302176893,0.381375521,0.504586816,0.420144141
0.556260586,0.773863018,0.48872745,0.488633394,0.523204327,0.462584376,0.30228889,0.381170392,0.503982425,0.419791669
0.555832803,0.773931265,0.488951415,0.489275575,0.522787154,0.462155879,0.302050501,0.381161481,0.503883362,0.419369429
0.556142032,0.774041891,0.488790333,0.489455193,0.522644699,0.462048769,0.30189389,0.380944461,0.503969371,0.419276595
0.555977821,0.773852885,0.488783956,0.490226448,0.52239579,0.461635619,0.301808774,0.38104111,0.504193425,0.418844521
0.556128621,0.773952067,0.488503516,0.490176827,0.522019446,0.462044895,0.30220437,0.380569041,0.503887951,0.418216825
0.556353629,0.774048746,0.488230139,0.489769876,0.521893859,0.462076664,0.30219242,0.38038227,0.503467619,0.418325692
0.55656898,0.774097741,0.488092422,0.489757419,0.521640539,0.462199628,0.302321672,0.380049586,0.503130794,0.417753398
0.556917012,0.774144471,0.48786962,0.490148187,0.521583319,0.461923182,0.302019238,0.380073339,0.502914846,0.418426841
0.556837022,0.773895681,0.487907201,0.490520686,0.521495342,0.462046564,0.302008599,0.380005091,0.503063619,0.418410808
0.55666095,0.773928106,0.488044351,0.491179198,0.521073937,0.4617818,0.301868588,0.379699826,0.50302124,0.417567432
0.556833804,0.774139464,0.487588197,0.490797907,0.520913959,0.461913109,0.302159131,0.379343778,0.502538383,0.417576164
0.556907892,0.773662031,0.487414151,0.491193771,0.521056652,0.461741626,0.30216819,0.379655421,0.503187716,0.417767018
0.557133555,0.773680151,0.487563848,0.491457701,0.521423042,0.46179238,0.301872849,0.379901141,0.503132224,0.418596089
0.557338834,0.773527145,0.487628788,0.490988016,0.52163738,0.462288529,0.302032739,0.379961848,0.503337801,0.418806225
0.556841373,0.773677468,0.487902373,0.491118014,0.521665037,0.461990237,0.301886052,0.380046219,0.503359377,0.41840446
0.556868851,0.773691714,0.487828314,0.490458161,0.521586597,0.461860001,0.302141309,0.379901439,0.503432035,0.418229967
0.556645334,0.773747563,0.488186896,0.49093315,0.521856129,0.46200183,0.301774442,0.380268246,0.503629923,0.418299705
0.557078481,0.773532808,0.487795979,0.490896821,0.521737278,0.462533981,0.302370846,0.380079895,0.503604472,0.41786176
0.557082891,0.773823977,0.487553537,0.490446687,0.521590829,0.462569535,0.302363932,0.379722029,0.503220379,0.417568386
0.557302713,0.773818731,0.487317979,0.490256369,0.521449029,0.462562233,0.302618712,0.379478425,0.502716422,0.417461485
0.557495117,0.773769021,0.487065762,0.489947855,0.52144134,0.462940931,0.302799761,0.379457414,0.502522469,0.418218493
0.557584643,0.773496687,0.487377107,0.490433723,0.521717787,0.462770104,0.302207887,0.379823267,0.50281781,0.419162482
0.557488561,0.773451507,0.487656593,0.490378499,0.521818876,0.462473899,0.302036464,0.379832476,0.502890289,0.419282019
0.557010293,0.773701787,0.487961739,0.490680426,0.521669686,0.462531894,0.301938474,0.379754305,0.503180563,0.418428421
0.556948781,0.77361232,0.48810935,0.490840316,0.521860063,0.462595463,0.301792055,0.37996465,0.503207684,0.418162942
0.557366848,0.773519933,0.487875462,0.490230232,0.522359908,0.462841243,0.302092552,0.380058408,0.503401577,0.418126523
0.557439685,0.773197591,0.487633675,0.490867883,0.522410274,0.463164717,0.302390248,0.38022396,0.5038957,0.417906672
0.55775243,0.773330748,0.487362832,0.490439117,0.522581339,0.463741302,0.302516729,0.380035102,0.503332078,0.417944372
0.557761312,0.773505509,0.487155646,0.488986433,0.522681057,0.464042723,0.302940041,0.379835337,0.502922893,0.418371409
0.557762146,0.773531437,0.487386733,0.489466667,0.522522211,0.46380657,0.302655369,0.37974602,0.502762973,0.418325603
0.557961762,0.773169219,0.48720929,0.490085661,0.522824943,0.463815182,0.302665651,0.380093902,0.502979398,0.419236839
0.557826102,0.773243487,0.487666786,0.490096092,0.52304709,0.46409294,0.302199036,0.380172104,0.503399134,0.419407755
0.557646275,0.773465931,0.487939447,0.490498304,0.52290076,0.463534087,0.301865339,0.37990573,0.503382027,0.417703271
0.557935178,0.773367524,0.487527072,0.490584582,0.523076534,0.464255363,0.302249938,0.379910171,0.503070533,0.417491078
0.557950377,0.773027837,0.486965626,0.489309311,0.523344576,0.464825451,0.302951783,0.38011089,0.503353477,0.41820702
0.558396637,0.772740543,0.487179071,0.489501983,0.524072468,0.465142578,0.302765876,0.380617142,0.503592372,0.419468731
0.558692813,0.773039758,0.48734957,0.488505244,0.52460444,0.465276092,0.302618325,0.380602688,0.50319916,0.420458347
0.55805397,0.77320075,0.488296747,0.48864466,0.524894118,0.465390086,0.3018457,0.380933493,0.503691673,0.420247942
0.557708323,0.773214579,0.488497615,0.488473594,0.524482965,0.465311825,0.302396864,0.380572259,0.503403664,0.418992728
0.557916701,0.77295953,0.488506556,0.488376796,0.525484145,0.465324014,0.302040577,0.381404132,0.504120171,0.419581532
0.557763696,0.772260129,0.487934828,0.488799006,0.525722682,0.465738088,0.302945912,0.381949604,0.50497818,0.4201487
0.557982445,0.772759974,0.48837316,0.487264872,0.527346551,0.465624332,0.302022815,0.382888705,0.505295575,0.421838045
0.557834148,0.772541344,0.488626689,0.485887229,0.527831852,0.465983242,0.302574813,0.383191973,0.505064487,0.42231524
0.557104349,0.772773921,0.489381462,0.486009687,0.527424514,0.465849936,0.302555948,0.383140683,0.505296946,0.421253115
0.556253314,0.77304399,0.489529729,0.485971689,0.527386189,0.465021878,0.302298397,0.383588791,0.505720913,0.422168493
0.556559622,0.772771657,0.490080327,0.485508382,0.5276016,0.465756088,0.302460253,0.383661211,0.505804539,0.422089636
0.556988955,0.773072362,0.490165383,0.485671192,0.527818978,0.465804547,0.302206963,0.383801907,0.505643785,0.421867371
0.556545436,0.773129106,0.489936471,0.485254705,0.527488351,0.4656398,0.302534193,0.383604139,0.505681813,0.422134757
0.556359768,0.77297765,0.490177989,0.484798938,0.527350724,0.465209842,0.302529067,0.383531868,0.505343139,0.421249181
0.556174397,0.772901058,0.489678174,0.485928059,0.526898444,0.465304434,0.303006589,0.383603245,0.505587995,0.42147854
0.555906057,0.77313596,0.489726752,0.4859263,0.526363134,0.465188056,0.30283764,0.383153707,0.505619645,0.42146042
0.556199372,0.773645163,0.489659399,0.486253828,0.526379585,0.464282453,0.302170366,0.382966995,0.505108416,0.421014667
0.55708617,0.773129344,0.488636464,0.487704426,0.524488747,0.465958655,0.304004759,0.381028295,0.504262626,0.416725308
0.557483852,0.773334265,0.487650007,0.488284856,0.524408281,0.46554786,0.303256094,0.380928695,0.503864288,0.41732192
0.557834268,0.773192167,0.486704886,0.485990316,0.524402261,0.46531111,0.304216415,0.380559981,0.502968371,0.419556111
0.558279097,0.77268225,0.487567067,0.487642854,0.524620593,0.465686589,0.303227574,0.38121295,0.503600121,0.420469165
0.558282495,0.773030996,0.48752445,0.488937914,0.524319649,0.46565783,0.302711964,0.38089624,0.503085494,0.421335846
0.557542503,0.773640096,0.488470882,0.487438887,0.523951173,0.464495838,0.302169144,0.380335569,0.503255665,0.42096591
0.556962013,0.773605645,0.489320874,0.487867236,0.524586022,0.463388145,0.301327586,0.381174713,0.503027916,0.420536399
0.557456791,0.77242136,0.489218712,0.489119351,0.524856687,0.464815557,0.302132994,0.381786108,0.50501436,0.41994974
0.55701679,0.772631228,0.488972455,0.489546239,0.525856376,0.465100229,0.301641345,0.382509619,0.505907178,0.420149624
0.557870626,0.772671938,0.487990528,0.486510128,0.526381135,0.465775728,0.303361148,0.382217854,0.505204141,0.419971794
0.557365537,0.773102224,0.488366336,0.485192865,0.526377738,0.466299772,0.303563267,0.382136136,0.504119813,0.420101643
0.557828724,0.772693396,0.488166153,0.486359328,0.526448369,0.466360688,0.303340852,0.382404923,0.504523873,0.420509249
0.557854295,0.773057044,0.488209397,0.485890508,0.526587486,0.465857178,0.302873909,0.382385433,0.504179537,0.421764016
0.557632089,0.772958696,0.488559753,0.485558957,0.526529968,0.46565485,0.302683115,0.38243708,0.50414598,0.42226553
0.557074487,0.773076952,0.489685714,0.486631036,0.526375711,0.465288281,0.302032977,0.3824687,0.504431486,0.420640826
0.557286263,0.772954106,0.488920003,0.486943692,0.526085436,0.465522736,0.302668899,0.382181823,0.504639864,0.420283645
0.556528986,0.772834718,0.489042878,0.486409694,0.526508152,0.464732021,0.302451342,0.382929683,0.505135596,0.421214491
0.557215631,0.772743046,0.489093214,0.486208856,0.527158558,0.465238124,0.302409708,0.383253068,0.505519807,0.42202729
0.556917548,0.772909105,0.489319414,0.487367809,0.5268628,0.465469152,0.302413374,0.383151025,0.505719423,0.420795411
0.556620359,0.773162663,0.488987058,0.48657459,0.526418328,0.465436995,0.303020149,0.382645875,0.505156755,0.420286357
0.556697667,0.773326635,0.489009112,0.485076994,0.526116788,0.465208292,0.303087562,0.382346392,0.504419506,0.420507818
0.557063878,0.773045301,0.489226609,0.486696482,0.526269615,0.465325445,0.302686304,0.382670283,0.504784107,0.42029351
0.557638049,0.772899985,0.48837781,0.487001926,0.526021719,0.4659082,0.303112894,0.382355183,0.50464952,0.420700312
0.55721736,0.773182154,0.48866111,0.486142129,0.526227832,0.465331942,0.302513361,0.382391334,0.504497647,0.421152949
0.557005525,0.773327291,0.488908947,0.48635003,0.525529623,0.464826256,0.302770078,0.381749779,0.503977358,0.419414461
0.557116151,0.773110986,0.488286287,0.4876526,0.525338233,0.465209126,0.303019792,0.381878465,0.504193485,0.419773489
0.557379782,0.772979796,0.488103151,0.487522364,0.525571287,0.465174913,0.302684903,0.382018179,0.504617929,0.420626581
0.55796665,0.772966325,0.488253266,0.487258077,0.525843382,0.465016127,0.302562326,0.381943554,0.504337132,0.42061758
0.557662845,0.773126662,0.488397032,0.487171263,0.525422871,0.465417981,0.302984357,0.381520957,0.50399822,0.419634104
0.557265759,0.773073971,0.488367766,0.487728775,0.525118411,0.465436727,0.302754194,0.381457001,0.504340112,0.418941826
0.557455957,0.773262739,0.487912208,0.488354504,0.52449286,0.465463638,0.303032041,0.380719185,0.503936946,0.417440206
0.558488905,0.77325052,0.487066507,0.488386303,0.524559259,0.466071278,0.303262413,0.380475938,0.503096819,0.418183386
0.558662057,0.772878587,0.486856014,0.48771885,0.524925053,0.4662323,0.303275704,0.380822778,0.503168821,0.420014381
0.558853447,0.77272594,0.48748076,0.488021195,0.525050521,0.466052771,0.302725166,0.380776286,0.503066123,0.420414746
0.558392346,0.773014009,0.487585843,0.488209397,0.524941444,0.465878278,0.302640945,0.380548358,0.503120124,0.42002067
0.557842374,0.773084939,0.488176703,0.488634706,0.524944782,0.46594283,0.302159071,0.380645096,0.503638268,0.419668674
0.55804801,0.773084044,0.488247305,0.487988949,0.52539134,0.465939611,0.30230701,0.380838573,0.503659904,0.419637799
0.558676183,0.772231281,0.488139898,0.488496602,0.526454449,0.46659857,0.302424699,0.381839603,0.504685938,0.420288026
0.558620751,0.772100806,0.487930119,0.488070041,0.527079523,0.467200011,0.30274415,0.382239878,0.505118251,0.420666009
0.558545113,0.772350073,0.487931877,0.485664457,0.52808392,0.467455417,0.303082585,0.382619917,0.504866779,0.421660304
0.558189094,0.772431374,0.488309026,0.484568536,0.528259635,0.467630625,0.303381383,0.382705837,0.504736364,0.421639293
0.558207691,0.77206707,0.48852253,0.485622048,0.528496325,0.467664301,0.303068817,0.383249223,0.505318344,0.421893924
0.557833135,0.772044003,0.48850131,0.485628217,0.528616846,0.467678249,0.303225011,0.383516937,0.505911887,0.422350407
0.557997704,0.772102773,0.488815635,0.484455913,0.529276848,0.467748135,0.303050727,0.383831888,0.505691826,0.422774583
0.557930529,0.772187054,0.488840252,0.48420909,0.529293299,0.467988312,0.303409636,0.38373372,0.505699456,0.421689361
0.557926416,0.772166014,0.488629997,0.484999627,0.528948784,0.468335062,0.30344528,0.38351801,0.505738318,0.420898169
0.558103442,0.772173524,0.488019496,0.484233081,0.52884382,0.468500495,0.303908676,0.383280754,0.505379021,0.420975298
0.558524311,0.771997273,0.487803251,0.484033465,0.528788149,0.468909174,0.304238081,0.383040071,0.504840612,0.421010882
0.558914363,0.771964371,0.487231135,0.484048665,0.528832197,0.468970358,0.304413408,0.382956058,0.504493475,0.422360897
0.558780849,0.772129297,0.487858176,0.483975291,0.529127955,0.468655229,0.303438455,0.383155435,0.504805267,0.423434943
0.558403432,0.77214247,0.488420427,0.484767288,0.528579891,0.468289852,0.303290606,0.382858425,0.504756093,0.422520459
0.557993472,0.772155583,0.488877505,0.485007942,0.528843045,0.468070656,0.302921414,0.383203447,0.505210102,0.422000438
0.557918429,0.771911621,0.488745689,0.485160768,0.528944552,0.468314201,0.303062588,0.383361429,0.505847931,0.421647578
0.558127046,0.771942198,0.488635629,0.485096335,0.529403567,0.468564451,0.303224117,0.383645594,0.506048918,0.421389282
0.558805346,0.771665812,0.487897962,0.484060168,0.52978909,0.469583005,0.304188401,0.38361904,0.505639613,0.421931356
0.558828354,0.771564841,0.487795979,0.483269423,0.530111015,0.469610631,0.304170221,0.383794218,0.505487025,0.422721207
0.558986366,0.771557391,0.487839907,0.482892513,0.530110955,0.469617218,0.304254442,0.383645952,0.505200684,0.422947884
0.55837065,0.771694958,0.488045782,0.483273655,0.529912531,0.469433933,0.304035902,0.383747488,0.505494714,0.423075974
0.5581972,0.771734476,0.488431215,0.484188586,0.529663205,0.469410717,0.303464383,0.383582294,0.505595922,0.422191828
0.558592737,0.771706879,0.487753719,0.484152704,0.529460609,0.469481766,0.304150939,0.383257627,0.505326033,0.421993196
0.558678448,0.77158016,0.487824589,0.48311457,0.530233622,0.469453812,0.303980589,0.383856505,0.505562723,0.423630625
0.558709681,0.771181285,0.488254279,0.483148515,0.530824244,0.469408989,0.303691208,0.384562403,0.506035686,0.424818724
0.558403969,0.771302521,0.488782018,0.482869834,0.531219125,0.469601721,0.303605855,0.384915709,0.506401181,0.42512244
0.558033705,0.771527231,0.489132583,0.482603252,0.53105098,0.469852537,0.303567171,0.384642214,0.506579638,0.423592836
0.557929516,0.77163285,0.48850581,0.485357761,0.529109061,0.470131189,0.304307073,0.382865727,0.506112337,0.418016821
0.558701277,0.772004604,0.486836642,0.485940605,0.528617561,0.470459759,0.304550797,0.382101059,0.505306304,0.417777598
0.559210658,0.771777093,0.485725522,0.483672947,0.528989971,0.471020639,0.305438995,0.382036656,0.504368067,0.420290917
0.560997903,0.771211088,0.485726357,0.485255212,0.528825343,0.472289205,0.305070162,0.381587386,0.50340426,0.42124632
0.561322451,0.772092402,0.48516199,0.484533697,0.528671563,0.471910954,0.304722458,0.380908787,0.502488673,0.423850834
0.560453415,0.772143066,0.486861885,0.484172672,0.528203189,0.470701039,0.303314298,0.380539656,0.502859294,0.42408523
0.559717119,0.772140861,0.488284469,0.484892547,0.528475165,0.469750494,0.302236646,0.381077558,0.502789259,0.423320621
0.559536278,0.7709589,0.488648087,0.48613897,0.529671729,0.471033841,0.302364081,0.382635862,0.505726755,0.423466891
0.558629513,0.770674109,0.488432527,0.486323982,0.530596077,0.470882505,0.302499324,0.383743703,0.507611513,0.423901975
0.559853435,0.770250857,0.487327963,0.484101743,0.53238833,0.471949071,0.303858966,0.38453868,0.507770777,0.42313379
0.559256434,0.77011919,0.486997008,0.483355343,0.532762706,0.47293058,0.305019528,0.384862572,0.507450879,0.422437042
0.560271263,0.770279884,0.486303717,0.48134023,0.533321083,0.473409563,0.305307418,0.384551346,0.506116509,0.423606396
0.56088829,0.769854486,0.48528707,0.480276108,0.533329248,0.474072784,0.30660367,0.3844015,0.505971134,0.424751431
0.560582399,0.769930542,0.486081183,0.481335431,0.533229768,0.473975658,0.305349559,0.384500593,0.505955696,0.425542027
0.560857117,0.770241678,0.486119211,0.481723189,0.532655239,0.474010438,0.305082709,0.383564383,0.505432785,0.424853832
0.560554206,0.770564735,0.486558825,0.481651276,0.532577217,0.473579705,0.304630756,0.383455664,0.505362809,0.424963415
0.560289145,0.769948721,0.486385226,0.481878698,0.532901168,0.473072797,0.305185437,0.383962065,0.506351113,0.425374329
0.560338259,0.769340873,0.487111419,0.482694238,0.533687711,0.473621666,0.30418691,0.385118544,0.507353842,0.426175296
0.560564637,0.769270778,0.48686105,0.481759131,0.534730315,0.474004358,0.304566175,0.386014611,0.508017719,0.427655578
0.560114324,0.769037783,0.487393826,0.479584724,0.535626411,0.47397089,0.304810226,0.386615545,0.508325517,0.427540362
0.559814036,0.76879257,0.487411708,0.478808492,0.535689533,0.473980427,0.305511534,0.386686891,0.508014321,0.426556885
0.5595994,0.768633962,0.487854749,0.478597701,0.536135852,0.474824578,0.305648804,0.387335747,0.508654475,0.42694062
0.559830546,0.768587053,0.487384737,0.477796376,0.536577821,0.474905044,0.305964559,0.387577951,0.508665979,0.428075641
0.560454011,0.768360853,0.487107337,0.477014542,0.53701669,0.47488445,0.306302309,0.387695938,0.508191884,0.428459704
0.560329437,0.768237233,0.48711887,0.476808906,0.537040591,0.475087464,0.306640655,0.387809604,0.508218586,0.428602457
0.559906662,0.768592119,0.487624705,0.477066636,0.537134767,0.474667192,0.305487096,0.388011873,0.508434772,0.42893821
0.55986619,0.768256068,0.487253845,0.476709425,0.536861062,0.474628508,0.306480199,0.387696356,0.508201063,0.427842915
0.560222268,0.768410623,0.485658467,0.481305271,0.534713447,0.475576699,0.307351381,0.385523528,0.508300424,0.422331125
0.561205626,0.768971562,0.484464258,0.481914192,0.53443867,0.475525588,0.30657649,0.384761333,0.507219195,0.423360676
0.561145306,0.769090116,0.483868301,0.479202032,0.534611344,0.475265533,0.307447374,0.384622872,0.506227911,0.425531149
0.561906934,0.768562198,0.484364092,0.482133269,0.53374368,0.476306558,0.306630611,0.384125531,0.506245613,0.424651533
0.563140988,0.769705653,0.48290047,0.483562827,0.532390475,0.477056324,0.306637466,0.381880552,0.504683912,0.424108475
0.562759161,0.769988537,0.484186232,0.481568426,0.532053649,0.475637168,0.305823833,0.381455302,0.504431009,0.426196694
0.562362432,0.770239413,0.48515889,0.479606539,0.533040345,0.474346608,0.304780185,0.382256478,0.503570259,0.427688688
0.562235236,0.768358529,0.486787021,0.481204897,0.534443438,0.475622207,0.304233044,0.384636492,0.50670135,0.429102004
0.560763061,0.76827842,0.486804992,0.480536252,0.535387874,0.474927098,0.304699391,0.3860901,0.508509755,0.431450874
0.561076701,0.767867863,0.487225711,0.478367537,0.537458479,0.474726975,0.303990155,0.387646407,0.509951413,0.430867434
0.559230983,0.767071843,0.488216668,0.47694838,0.537779868,0.474391937,0.305520713,0.388603866,0.509652972,0.429512352
0.559187472,0.766780794,0.487999171,0.475597292,0.53917706,0.475200325,0.306034803,0.38989681,0.511032403,0.430545896
